service_id,date,exception_type
511_1_1,20220422,1
511_1_1,20220426,1
511_1_1,20220427,1
511_1_1,20220428,1
511_1_1,20220429,1
716_1_1,20220423,1
716_1_1,20220430,1
31_2_1,20220419,1
31_2_1,20220420,1
31_2_1,20220421,1
31_2_1,20220422,1
31_2_1,20220426,1
31_2_1,20220427,1
31_2_1,20220428,1
31_2_1,20220429,1
308_2_1,20220419,1
308_2_1,20220420,1
308_2_1,20220421,1
308_2_1,20220422,1
308_2_1,20220426,1
308_2_1,20220427,1
308_2_1,20220428,1
308_2_1,20220429,1
409_1,20220417,1
409_1,20220418,1
409_1,20220424,1
409_1,20220425,1
204_2_1,20220423,1
204_2_1,20220430,1
702_1,20220423,1
702_1,20220430,1
1_2_1,20220419,1
1_2_1,20220420,1
1_2_1,20220421,1
1_2_1,20220422,1
1_2_1,20220426,1
1_2_1,20220427,1
1_2_1,20220428,1
1_2_1,20220429,1
307_2_1,20220419,1
307_2_1,20220420,1
307_2_1,20220421,1
307_2_1,20220422,1
307_2_1,20220426,1
307_2_1,20220427,1
307_2_1,20220428,1
307_2_1,20220429,1
3_4_1,20220418,1
3_4_1,20220425,1
207_1_1,20220417,1
207_1_1,20220424,1
13_1_1,20220423,1
13_1_1,20220430,1
3182_1,20220419,1
3182_1,20220420,1
3182_1,20220421,1
3182_1,20220422,1
3182_1,20220426,1
3182_1,20220427,1
3182_1,20220428,1
3182_1,20220429,1
112_1,20220417,1
112_1,20220418,1
112_1,20220424,1
112_1,20220425,1
139_1,20220419,1
139_1,20220420,1
139_1,20220421,1
139_1,20220422,1
139_1,20220426,1
139_1,20220427,1
139_1,20220428,1
139_1,20220429,1
203_5_1,20220419,1
203_5_1,20220420,1
203_5_1,20220421,1
203_5_1,20220422,1
203_5_1,20220426,1
203_5_1,20220427,1
203_5_1,20220428,1
203_5_1,20220429,1
128_1,20220419,1
128_1,20220420,1
128_1,20220421,1
128_1,20220422,1
128_1,20220426,1
128_1,20220427,1
128_1,20220428,1
128_1,20220429,1
TuTh-XHol_1,20220419,1
TuTh-XHol_1,20220421,1
TuTh-XHol_1,20220426,1
TuTh-XHol_1,20220428,1
310_2_1,20220419,1
310_2_1,20220420,1
310_2_1,20220421,1
310_2_1,20220422,1
310_2_1,20220426,1
310_2_1,20220427,1
310_2_1,20220428,1
310_2_1,20220429,1
19_1,20220417,1
19_1,20220418,1
19_1,20220424,1
19_1,20220425,1
703_1,20220423,1
703_1,20220430,1
601_2_1,20220419,1
601_2_1,20220420,1
601_2_1,20220421,1
601_2_1,20220422,1
601_2_1,20220426,1
601_2_1,20220427,1
601_2_1,20220428,1
601_2_1,20220429,1
25_3_1,20220419,1
25_3_1,20220420,1
25_3_1,20220421,1
25_3_1,20220422,1
25_3_1,20220426,1
25_3_1,20220427,1
25_3_1,20220428,1
25_3_1,20220429,1
126_1,20220419,1
126_1,20220420,1
126_1,20220421,1
126_1,20220422,1
126_1,20220426,1
126_1,20220427,1
126_1,20220428,1
126_1,20220429,1
40_2_1,20220419,1
40_2_1,20220420,1
40_2_1,20220421,1
40_2_1,20220422,1
40_2_1,20220426,1
40_2_1,20220427,1
40_2_1,20220428,1
40_2_1,20220429,1
3381_1,20220419,1
3381_1,20220420,1
3381_1,20220421,1
3381_1,20220422,1
3381_1,20220426,1
3381_1,20220427,1
3381_1,20220428,1
3381_1,20220429,1
210_2_1,20220423,1
210_2_1,20220430,1
20_1,20220417,1
20_1,20220418,1
20_1,20220424,1
20_1,20220425,1
151_1,20220419,1
151_1,20220420,1
151_1,20220421,1
151_1,20220422,1
151_1,20220426,1
151_1,20220427,1
151_1,20220428,1
151_1,20220429,1
4_3_1,20220419,1
4_3_1,20220420,1
4_3_1,20220421,1
4_3_1,20220422,1
4_3_1,20220426,1
4_3_1,20220427,1
4_3_1,20220428,1
4_3_1,20220429,1
116_1,20220423,1
116_1,20220430,1
2031_1,20220423,1
2031_1,20220430,1
26_2_1,20220419,1
26_2_1,20220420,1
26_2_1,20220421,1
26_2_1,20220422,1
26_2_1,20220426,1
26_2_1,20220427,1
26_2_1,20220428,1
26_2_1,20220429,1
232_1,20220419,1
232_1,20220420,1
232_1,20220421,1
232_1,20220422,1
232_1,20220426,1
232_1,20220427,1
232_1,20220428,1
232_1,20220429,1
105_1_1,20220423,1
105_1_1,20220430,1
117_1,20220423,1
117_1,20220430,1
208_4_1,20220418,1
208_4_1,20220425,1
220_1,20220423,1
220_1,20220430,1
32_2_1,20220419,1
32_2_1,20220420,1
32_2_1,20220421,1
32_2_1,20220422,1
32_2_1,20220426,1
32_2_1,20220427,1
32_2_1,20220428,1
32_2_1,20220429,1
118_1,20220419,1
118_1,20220420,1
118_1,20220421,1
118_1,20220422,1
118_1,20220426,1
118_1,20220427,1
118_1,20220428,1
118_1,20220429,1
122_1,20220419,1
122_1,20220420,1
122_1,20220421,1
122_1,20220422,1
122_1,20220426,1
122_1,20220427,1
122_1,20220428,1
122_1,20220429,1
510_1_1,20220419,1
510_1_1,20220420,1
510_1_1,20220421,1
510_1_1,20220422,1
510_1_1,20220426,1
510_1_1,20220427,1
510_1_1,20220428,1
510_1_1,20220429,1
11_1,20220417,1
11_1,20220418,1
11_1,20220424,1
11_1,20220425,1
3341_1,20220419,1
3341_1,20220420,1
3341_1,20220421,1
3341_1,20220422,1
3341_1,20220426,1
3341_1,20220427,1
3341_1,20220428,1
3341_1,20220429,1
408_2_1,20220419,1
408_2_1,20220420,1
408_2_1,20220421,1
408_2_1,20220422,1
408_2_1,20220426,1
408_2_1,20220427,1
408_2_1,20220428,1
408_2_1,20220429,1
111_2_1,20220419,1
111_2_1,20220420,1
111_2_1,20220421,1
111_2_1,20220422,1
111_2_1,20220426,1
111_2_1,20220427,1
111_2_1,20220428,1
111_2_1,20220429,1
115_1,20220417,1
115_1,20220418,1
115_1,20220424,1
115_1,20220425,1
114_1,20220419,1
114_1,20220420,1
114_1,20220421,1
114_1,20220422,1
114_1,20220426,1
114_1,20220427,1
114_1,20220428,1
114_1,20220429,1
3272_1,20220419,1
3272_1,20220420,1
3272_1,20220421,1
3272_1,20220422,1
3272_1,20220426,1
3272_1,20220427,1
3272_1,20220428,1
3272_1,20220429,1
308_1_1,20220423,1
308_1_1,20220430,1
56_1,20220419,1
56_1,20220420,1
56_1,20220421,1
56_1,20220422,1
56_1,20220426,1
56_1,20220427,1
56_1,20220428,1
56_1,20220429,1
147_1,20220419,1
147_1,20220420,1
147_1,20220421,1
147_1,20220422,1
147_1,20220426,1
147_1,20220427,1
147_1,20220428,1
147_1,20220429,1
60_1,20220419,1
60_1,20220420,1
60_1,20220421,1
60_1,20220422,1
60_1,20220426,1
60_1,20220427,1
60_1,20220428,1
60_1,20220429,1
301_1_1,20220423,1
301_1_1,20220430,1
2062_1,20220423,1
2062_1,20220430,1
15_3_1,20220419,1
15_3_1,20220420,1
15_3_1,20220421,1
15_3_1,20220422,1
15_3_1,20220426,1
15_3_1,20220427,1
15_3_1,20220428,1
15_3_1,20220429,1
6_1_1,20220423,1
6_1_1,20220430,1
86_1,20220419,1
86_1,20220420,1
86_1,20220421,1
86_1,20220422,1
86_1,20220426,1
86_1,20220427,1
86_1,20220428,1
86_1,20220429,1
12_1_1,20220423,1
12_1_1,20220430,1
314_1,20220419,1
314_1,20220420,1
314_1,20220421,1
314_1,20220422,1
314_1,20220426,1
314_1,20220427,1
314_1,20220428,1
314_1,20220429,1
87_1,20220419,1
87_1,20220420,1
87_1,20220421,1
87_1,20220422,1
87_1,20220426,1
87_1,20220427,1
87_1,20220428,1
87_1,20220429,1
215_1_1,20220423,1
215_1_1,20220430,1
6_2_1,20220419,1
6_2_1,20220420,1
6_2_1,20220421,1
6_2_1,20220422,1
6_2_1,20220426,1
6_2_1,20220427,1
6_2_1,20220428,1
6_2_1,20220429,1
1_4_1,20220418,1
1_4_1,20220425,1
214_1,20220417,1
214_1,20220418,1
214_1,20220424,1
214_1,20220425,1
110_1_1,20220423,1
110_1_1,20220430,1
43_1_1,20220419,1
43_1_1,20220420,1
43_1_1,20220421,1
43_1_1,20220422,1
43_1_1,20220426,1
43_1_1,20220427,1
43_1_1,20220428,1
43_1_1,20220429,1
3101_1,20220419,1
3101_1,20220420,1
3101_1,20220421,1
3101_1,20220422,1
3101_1,20220426,1
3101_1,20220427,1
3101_1,20220428,1
3101_1,20220429,1
119_1,20220419,1
119_1,20220420,1
119_1,20220421,1
119_1,20220422,1
119_1,20220426,1
119_1,20220427,1
119_1,20220428,1
119_1,20220429,1
401_2_1,20220419,1
401_2_1,20220420,1
401_2_1,20220421,1
401_2_1,20220422,1
401_2_1,20220426,1
401_2_1,20220427,1
401_2_1,20220428,1
401_2_1,20220429,1
3072_1,20220419,1
3072_1,20220420,1
3072_1,20220421,1
3072_1,20220422,1
3072_1,20220426,1
3072_1,20220427,1
3072_1,20220428,1
3072_1,20220429,1
3071_1,20220419,1
3071_1,20220420,1
3071_1,20220421,1
3071_1,20220422,1
3071_1,20220426,1
3071_1,20220427,1
3071_1,20220428,1
3071_1,20220429,1
3102_1,20220419,1
3102_1,20220420,1
3102_1,20220421,1
3102_1,20220422,1
3102_1,20220426,1
3102_1,20220427,1
3102_1,20220428,1
3102_1,20220429,1
401_1,20220417,1
401_1,20220418,1
401_1,20220424,1
401_1,20220425,1
136_1,20220419,1
136_1,20220420,1
136_1,20220421,1
136_1,20220422,1
136_1,20220426,1
136_1,20220427,1
136_1,20220428,1
136_1,20220429,1
116_1_1,20220419,1
116_1_1,20220420,1
116_1_1,20220421,1
116_1_1,20220422,1
116_1_1,20220426,1
116_1_1,20220427,1
116_1_1,20220428,1
116_1_1,20220429,1
123_1_1,20220419,1
123_1_1,20220420,1
123_1_1,20220421,1
123_1_1,20220422,1
123_1_1,20220426,1
123_1_1,20220427,1
123_1_1,20220428,1
123_1_1,20220429,1
41_1,20220417,1
41_1,20220418,1
41_1,20220424,1
41_1,20220425,1
102_1_1,20220423,1
102_1_1,20220430,1
125_1,20220419,1
125_1,20220420,1
125_1,20220421,1
125_1,20220422,1
125_1,20220426,1
125_1,20220427,1
125_1,20220428,1
125_1,20220429,1
11_2_1,20220419,1
11_2_1,20220420,1
11_2_1,20220421,1
11_2_1,20220422,1
11_2_1,20220426,1
11_2_1,20220427,1
11_2_1,20220428,1
11_2_1,20220429,1
3121_1,20220419,1
3121_1,20220420,1
3121_1,20220421,1
3121_1,20220422,1
3121_1,20220426,1
3121_1,20220427,1
3121_1,20220428,1
3121_1,20220429,1
1002_1,20220417,1
1002_1,20220418,1
1002_1,20220424,1
1002_1,20220425,1
501_1,20220417,1
501_1,20220424,1
502_2_1,20220419,1
502_2_1,20220420,1
502_2_1,20220421,1
502_2_1,20220422,1
502_2_1,20220426,1
502_2_1,20220427,1
502_2_1,20220428,1
502_2_1,20220429,1
3331_1,20220419,1
3331_1,20220420,1
3331_1,20220421,1
3331_1,20220422,1
3331_1,20220426,1
3331_1,20220427,1
3331_1,20220428,1
3331_1,20220429,1
12_2_1,20220419,1
12_2_1,20220420,1
12_2_1,20220421,1
12_2_1,20220422,1
12_2_1,20220426,1
12_2_1,20220427,1
12_2_1,20220428,1
12_2_1,20220429,1
208_2_1,20220423,1
208_2_1,20220430,1
143_1,20220419,1
143_1,20220420,1
143_1,20220421,1
143_1,20220422,1
143_1,20220426,1
143_1,20220427,1
143_1,20220428,1
143_1,20220429,1
219_1,20220423,1
219_1,20220430,1
Rail MTuWThF-XHol_1,20220419,1
Rail MTuWThF-XHol_1,20220420,1
Rail MTuWThF-XHol_1,20220421,1
Rail MTuWThF-XHol_1,20220422,1
Rail MTuWThF-XHol_1,20220426,1
Rail MTuWThF-XHol_1,20220427,1
Rail MTuWThF-XHol_1,20220428,1
Rail MTuWThF-XHol_1,20220429,1
801_1,20220419,1
801_1,20220420,1
801_1,20220421,1
801_1,20220422,1
801_1,20220426,1
801_1,20220427,1
801_1,20220428,1
801_1,20220429,1
10_2_1,20220419,1
10_2_1,20220420,1
10_2_1,20220421,1
10_2_1,20220422,1
10_2_1,20220426,1
10_2_1,20220427,1
10_2_1,20220428,1
10_2_1,20220429,1
217_2_1,20220419,1
217_2_1,20220420,1
217_2_1,20220421,1
217_2_1,20220422,1
217_2_1,20220426,1
217_2_1,20220427,1
217_2_1,20220428,1
217_2_1,20220429,1
79_1,20220419,1
79_1,20220420,1
79_1,20220421,1
79_1,20220422,1
79_1,20220426,1
79_1,20220427,1
79_1,20220428,1
79_1,20220429,1
604_3_1,20220419,1
604_3_1,20220420,1
604_3_1,20220421,1
604_3_1,20220422,1
604_3_1,20220426,1
604_3_1,20220427,1
604_3_1,20220428,1
604_3_1,20220429,1
403_1,20220417,1
403_1,20220418,1
403_1,20220424,1
403_1,20220425,1
420_1,20220423,1
420_1,20220430,1
81_1,20220419,1
81_1,20220420,1
81_1,20220421,1
81_1,20220422,1
81_1,20220426,1
81_1,20220427,1
81_1,20220428,1
81_1,20220429,1
710_1,20220423,1
710_1,20220430,1
31_1,20220417,1
31_1,20220418,1
31_1,20220424,1
31_1,20220425,1
216_1,20220417,1
216_1,20220418,1
216_1,20220424,1
216_1,20220425,1
200_1,20220417,1
200_1,20220418,1
200_1,20220424,1
200_1,20220425,1
3152_1,20220419,1
3152_1,20220420,1
3152_1,20220421,1
3152_1,20220422,1
3152_1,20220426,1
3152_1,20220427,1
3152_1,20220428,1
3152_1,20220429,1
202_1,20220417,1
202_1,20220418,1
202_1,20220424,1
202_1,20220425,1
Rail F-XHol_1,20220422,1
Rail F-XHol_1,20220429,1
202_1_1,20220417,1
202_1_1,20220418,1
202_1_1,20220424,1
202_1_1,20220425,1
106_2_1,20220419,1
106_2_1,20220420,1
106_2_1,20220421,1
106_2_1,20220422,1
106_2_1,20220426,1
106_2_1,20220427,1
106_2_1,20220428,1
106_2_1,20220429,1
420_1_1,20220419,1
420_1_1,20220420,1
420_1_1,20220421,1
420_1_1,20220422,1
420_1_1,20220426,1
420_1_1,20220427,1
420_1_1,20220428,1
420_1_1,20220429,1
31_3_1,20220419,1
31_3_1,20220420,1
31_3_1,20220421,1
31_3_1,20220422,1
31_3_1,20220426,1
31_3_1,20220427,1
31_3_1,20220428,1
31_3_1,20220429,1
516_1,20220422,1
516_1,20220429,1
3161_1,20220419,1
3161_1,20220420,1
3161_1,20220421,1
3161_1,20220422,1
3161_1,20220426,1
3161_1,20220427,1
3161_1,20220428,1
3161_1,20220429,1
15_2_1,20220419,1
15_2_1,20220420,1
15_2_1,20220421,1
15_2_1,20220422,1
15_2_1,20220426,1
15_2_1,20220427,1
15_2_1,20220428,1
15_2_1,20220429,1
3202_1,20220419,1
3202_1,20220420,1
3202_1,20220421,1
3202_1,20220422,1
3202_1,20220426,1
3202_1,20220427,1
3202_1,20220428,1
3202_1,20220429,1
111_1_1,20220423,1
111_1_1,20220430,1
45_2_1,20220419,1
45_2_1,20220420,1
45_2_1,20220421,1
45_2_1,20220422,1
45_2_1,20220426,1
45_2_1,20220427,1
45_2_1,20220428,1
45_2_1,20220429,1
9999_1,20220419,1
9999_1,20220420,1
9999_1,20220421,1
9999_1,20220422,1
9999_1,20220426,1
9999_1,20220427,1
9999_1,20220428,1
9999_1,20220429,1
2_3_1,20220419,1
2_3_1,20220420,1
2_3_1,20220421,1
2_3_1,20220422,1
2_3_1,20220426,1
2_3_1,20220427,1
2_3_1,20220428,1
2_3_1,20220429,1
2041_1,20220423,1
2041_1,20220430,1
57_1,20220419,1
57_1,20220420,1
57_1,20220421,1
57_1,20220422,1
57_1,20220426,1
57_1,20220427,1
57_1,20220428,1
57_1,20220429,1
72_1,20220419,1
72_1,20220420,1
72_1,20220421,1
72_1,20220422,1
72_1,20220426,1
72_1,20220427,1
72_1,20220428,1
72_1,20220429,1
208_3_1,20220419,1
208_3_1,20220420,1
208_3_1,20220421,1
208_3_1,20220422,1
208_3_1,20220426,1
208_3_1,20220427,1
208_3_1,20220428,1
208_3_1,20220429,1
144_1,20220419,1
144_1,20220420,1
144_1,20220421,1
144_1,20220422,1
144_1,20220426,1
144_1,20220427,1
144_1,20220428,1
144_1,20220429,1
319_1,20220419,1
319_1,20220420,1
319_1,20220421,1
319_1,20220422,1
319_1,20220426,1
319_1,20220427,1
319_1,20220428,1
319_1,20220429,1
412_1,20220423,1
412_1,20220430,1
509_1,20220423,1
509_1,20220430,1
32_3_1,20220419,1
32_3_1,20220420,1
32_3_1,20220421,1
32_3_1,20220422,1
32_3_1,20220426,1
32_3_1,20220427,1
32_3_1,20220428,1
32_3_1,20220429,1
45_1,20220417,1
45_1,20220418,1
45_1,20220424,1
45_1,20220425,1
104_1,20220417,1
104_1,20220418,1
104_1,20220424,1
104_1,20220425,1
15_1_1,20220423,1
15_1_1,20220430,1
226_1,20220419,1
226_1,20220420,1
226_1,20220421,1
226_1,20220422,1
226_1,20220426,1
226_1,20220427,1
226_1,20220428,1
226_1,20220429,1
214_2_1,20220419,1
214_2_1,20220420,1
214_2_1,20220421,1
214_2_1,20220422,1
214_2_1,20220426,1
214_2_1,20220427,1
214_2_1,20220428,1
214_2_1,20220429,1
48_1,20220423,1
48_1,20220430,1
102_2_1,20220419,1
102_2_1,20220420,1
102_2_1,20220421,1
102_2_1,20220422,1
102_2_1,20220426,1
102_2_1,20220427,1
102_2_1,20220428,1
102_2_1,20220429,1
224_1,20220419,1
224_1,20220420,1
224_1,20220421,1
224_1,20220422,1
224_1,20220426,1
224_1,20220427,1
224_1,20220428,1
224_1,20220429,1
513_1_1,20220423,1
513_1_1,20220430,1
503_1,20220417,1
503_1,20220418,1
503_1,20220424,1
503_1,20220425,1
205_4_1,20220423,1
205_4_1,20220430,1
417_1,20220423,1
417_1,20220430,1
227_1,20220419,1
227_1,20220420,1
227_1,20220421,1
227_1,20220422,1
227_1,20220426,1
227_1,20220427,1
227_1,20220428,1
227_1,20220429,1
2111_1,20220423,1
2111_1,20220430,1
212_1,20220417,1
212_1,20220418,1
212_1,20220424,1
212_1,20220425,1
305_1_1,20220423,1
305_1_1,20220430,1
115_3_1,20220419,1
115_3_1,20220420,1
115_3_1,20220421,1
115_3_1,20220422,1
115_3_1,20220426,1
115_3_1,20220427,1
115_3_1,20220428,1
115_3_1,20220429,1
25_2_1,20220419,1
25_2_1,20220420,1
25_2_1,20220421,1
25_2_1,20220422,1
25_2_1,20220426,1
25_2_1,20220427,1
25_2_1,20220428,1
25_2_1,20220429,1
17_1,20220417,1
17_1,20220418,1
17_1,20220424,1
17_1,20220425,1
107_1,20220417,1
107_1,20220418,1
107_1,20220424,1
107_1,20220425,1
202_4_1,20220423,1
202_4_1,20220430,1
109_1,20220417,1
109_1,20220418,1
109_1,20220424,1
109_1,20220425,1
211_3_1,20220419,1
211_3_1,20220420,1
211_3_1,20220421,1
211_3_1,20220422,1
211_3_1,20220426,1
211_3_1,20220427,1
211_3_1,20220428,1
211_3_1,20220429,1
34_1,20220417,1
34_1,20220418,1
34_1,20220424,1
34_1,20220425,1
29_3_1,20220419,1
29_3_1,20220420,1
29_3_1,20220421,1
29_3_1,20220422,1
29_3_1,20220426,1
29_3_1,20220427,1
29_3_1,20220428,1
29_3_1,20220429,1
12_1,20220417,1
12_1,20220418,1
12_1,20220424,1
12_1,20220425,1
1062_1,20220417,1
1062_1,20220418,1
1062_1,20220424,1
1062_1,20220425,1
3192_1,20220419,1
3192_1,20220420,1
3192_1,20220421,1
3192_1,20220422,1
3192_1,20220426,1
3192_1,20220427,1
3192_1,20220428,1
3192_1,20220429,1
404_1,20220417,1
404_1,20220418,1
404_1,20220424,1
404_1,20220425,1
411_1,20220423,1
411_1,20220430,1
502_1,20220417,1
502_1,20220418,1
502_1,20220424,1
502_1,20220425,1
23_1,20220419,1
23_1,20220420,1
23_1,20220421,1
23_1,20220422,1
23_1,20220426,1
23_1,20220427,1
23_1,20220428,1
23_1,20220429,1
403_2_1,20220419,1
403_2_1,20220420,1
403_2_1,20220421,1
403_2_1,20220422,1
403_2_1,20220426,1
403_2_1,20220427,1
403_2_1,20220428,1
403_2_1,20220429,1
217_1_1,20220423,1
217_1_1,20220430,1
3061_1,20220419,1
3061_1,20220420,1
3061_1,20220421,1
3061_1,20220422,1
3061_1,20220426,1
3061_1,20220427,1
3061_1,20220428,1
3061_1,20220429,1
17_3_1,20220419,1
17_3_1,20220420,1
17_3_1,20220421,1
17_3_1,20220422,1
17_3_1,20220426,1
17_3_1,20220427,1
17_3_1,20220428,1
17_3_1,20220429,1
68_1,20220419,1
68_1,20220420,1
68_1,20220421,1
68_1,20220422,1
68_1,20220426,1
68_1,20220427,1
68_1,20220428,1
68_1,20220429,1
217_1,20220417,1
217_1,20220418,1
217_1,20220424,1
217_1,20220425,1
206_2_1,20220423,1
206_2_1,20220430,1
404_1_1,20220423,1
404_1_1,20220430,1
5_1,20220417,1
5_1,20220418,1
5_1,20220424,1
5_1,20220425,1
4_1_1,20220423,1
4_1_1,20220430,1
33_3_1,20220419,1
33_3_1,20220420,1
33_3_1,20220421,1
33_3_1,20220422,1
33_3_1,20220426,1
33_3_1,20220427,1
33_3_1,20220428,1
33_3_1,20220429,1
415_1,20220417,1
415_1,20220423,1
415_1,20220424,1
415_1,20220430,1
211_2_1,20220423,1
211_2_1,20220430,1
204_3_1,20220419,1
204_3_1,20220420,1
204_3_1,20220421,1
204_3_1,20220422,1
204_3_1,20220426,1
204_3_1,20220427,1
204_3_1,20220428,1
204_3_1,20220429,1
66_1,20220419,1
66_1,20220420,1
66_1,20220421,1
66_1,20220422,1
66_1,20220426,1
66_1,20220427,1
66_1,20220428,1
66_1,20220429,1
21_1_1,20220423,1
21_1_1,20220430,1
15_1,20220417,1
15_1,20220418,1
15_1,20220424,1
15_1,20220425,1
104_4_1,20220417,1
104_4_1,20220418,1
104_4_1,20220424,1
104_4_1,20220425,1
717_1_1,20220423,1
717_1_1,20220430,1
901_1,20220419,1
901_1,20220420,1
901_1,20220421,1
901_1,20220422,1
901_1,20220426,1
901_1,20220427,1
901_1,20220428,1
901_1,20220429,1
302_1,20220417,1
302_1,20220418,1
302_1,20220424,1
302_1,20220425,1
320_1,20220419,1
320_1,20220420,1
320_1,20220421,1
320_1,20220422,1
320_1,20220426,1
320_1,20220427,1
320_1,20220428,1
320_1,20220429,1
146_1,20220419,1
146_1,20220420,1
146_1,20220421,1
146_1,20220422,1
146_1,20220426,1
146_1,20220427,1
146_1,20220428,1
146_1,20220429,1
29_1_1,20220423,1
29_1_1,20220430,1
107_1_1,20220423,1
107_1_1,20220430,1
117_2_1,20220419,1
117_2_1,20220420,1
117_2_1,20220421,1
117_2_1,20220422,1
117_2_1,20220426,1
117_2_1,20220427,1
117_2_1,20220428,1
117_2_1,20220429,1
107_4_1,20220417,1
107_4_1,20220418,1
107_4_1,20220424,1
107_4_1,20220425,1
200_2_1,20220419,1
200_2_1,20220420,1
200_2_1,20220421,1
200_2_1,20220422,1
200_2_1,20220426,1
200_2_1,20220427,1
200_2_1,20220428,1
200_2_1,20220429,1
303_1_1,20220423,1
303_1_1,20220430,1
35_1,20220417,1
35_1,20220418,1
35_1,20220424,1
35_1,20220425,1
27_1,20220417,1
27_1,20220418,1
27_1,20220424,1
27_1,20220425,1
507_1_1,20220419,1
507_1_1,20220420,1
507_1_1,20220421,1
507_1_1,20220422,1
507_1_1,20220426,1
507_1_1,20220427,1
507_1_1,20220428,1
507_1_1,20220429,1
33_1_1,20220423,1
33_1_1,20220430,1
27_3_1,20220419,1
27_3_1,20220420,1
27_3_1,20220421,1
27_3_1,20220422,1
27_3_1,20220426,1
27_3_1,20220427,1
27_3_1,20220428,1
27_3_1,20220429,1
701_1,20220419,1
701_1,20220420,1
701_1,20220421,1
701_1,20220422,1
701_1,20220426,1
701_1,20220427,1
701_1,20220428,1
701_1,20220429,1
49_1_1,20220419,1
49_1_1,20220420,1
49_1_1,20220421,1
49_1_1,20220422,1
49_1_1,20220426,1
49_1_1,20220427,1
49_1_1,20220428,1
49_1_1,20220429,1
3051_1,20220419,1
3051_1,20220420,1
3051_1,20220421,1
3051_1,20220422,1
3051_1,20220426,1
3051_1,20220427,1
3051_1,20220428,1
3051_1,20220429,1
120_1,20220419,1
120_1,20220420,1
120_1,20220421,1
120_1,20220422,1
120_1,20220426,1
120_1,20220427,1
120_1,20220428,1
120_1,20220429,1
406_1_1,20220423,1
406_1_1,20220430,1
413_1,20220423,1
413_1,20220430,1
235_1,20220419,1
235_1,20220420,1
235_1,20220421,1
235_1,20220422,1
235_1,20220426,1
235_1,20220427,1
235_1,20220428,1
235_1,20220429,1
4_2_1,20220419,1
4_2_1,20220420,1
4_2_1,20220421,1
4_2_1,20220422,1
4_2_1,20220426,1
4_2_1,20220427,1
4_2_1,20220428,1
4_2_1,20220429,1
502_1_1,20220423,1
502_1_1,20220430,1
41_1_1,20220423,1
41_1_1,20220430,1
3131_2,20220502,1
3131_2,20220503,1
3131_2,20220504,1
3131_2,20220505,1
3131_2,20220506,1
3131_2,20220509,1
3131_2,20220510,1
3131_2,20220511,1
3131_2,20220512,1
3131_2,20220513,1
3131_2,20220516,1
3131_2,20220517,1
3131_2,20220518,1
3131_2,20220519,1
3131_2,20220520,1
3131_2,20220523,1
3131_2,20220524,1
3131_2,20220525,1
3131_2,20220526,1
3131_2,20220527,1
3131_2,20220530,1
3131_2,20220531,1
3131_2,20220601,1
3131_2,20220602,1
3131_2,20220603,1
203_2_2,20220502,1
203_2_2,20220503,1
203_2_2,20220504,1
203_2_2,20220505,1
203_2_2,20220506,1
203_2_2,20220509,1
203_2_2,20220510,1
203_2_2,20220511,1
203_2_2,20220512,1
203_2_2,20220513,1
203_2_2,20220516,1
203_2_2,20220517,1
203_2_2,20220518,1
203_2_2,20220519,1
203_2_2,20220520,1
203_2_2,20220523,1
203_2_2,20220524,1
203_2_2,20220525,1
203_2_2,20220526,1
203_2_2,20220527,1
203_2_2,20220530,1
203_2_2,20220531,1
203_2_2,20220601,1
203_2_2,20220602,1
203_2_2,20220603,1
429_2,20220502,1
429_2,20220503,1
429_2,20220504,1
429_2,20220505,1
429_2,20220506,1
429_2,20220509,1
429_2,20220510,1
429_2,20220511,1
429_2,20220512,1
429_2,20220513,1
429_2,20220516,1
429_2,20220517,1
429_2,20220518,1
429_2,20220519,1
429_2,20220520,1
429_2,20220523,1
429_2,20220524,1
429_2,20220525,1
429_2,20220526,1
429_2,20220527,1
429_2,20220530,1
429_2,20220531,1
429_2,20220601,1
429_2,20220602,1
429_2,20220603,1
2111_2,20220507,1
2111_2,20220514,1
2111_2,20220521,1
2111_2,20220528,1
2111_2,20220604,1
200_2,20220501,1
200_2,20220508,1
200_2,20220515,1
200_2,20220522,1
200_2,20220529,1
40_1_2,20220501,1
40_1_2,20220508,1
40_1_2,20220515,1
40_1_2,20220522,1
40_1_2,20220529,1
74_2,20220502,1
74_2,20220503,1
74_2,20220504,1
74_2,20220505,1
74_2,20220506,1
74_2,20220509,1
74_2,20220510,1
74_2,20220511,1
74_2,20220512,1
74_2,20220513,1
74_2,20220516,1
74_2,20220517,1
74_2,20220518,1
74_2,20220519,1
74_2,20220520,1
74_2,20220523,1
74_2,20220524,1
74_2,20220525,1
74_2,20220526,1
74_2,20220527,1
74_2,20220530,1
74_2,20220531,1
74_2,20220601,1
74_2,20220602,1
74_2,20220603,1
414_2,20220507,1
414_2,20220514,1
414_2,20220521,1
414_2,20220528,1
414_2,20220604,1
145_2,20220502,1
145_2,20220503,1
145_2,20220504,1
145_2,20220505,1
145_2,20220506,1
145_2,20220509,1
145_2,20220510,1
145_2,20220511,1
145_2,20220512,1
145_2,20220513,1
145_2,20220516,1
145_2,20220517,1
145_2,20220518,1
145_2,20220519,1
145_2,20220520,1
145_2,20220523,1
145_2,20220524,1
145_2,20220525,1
145_2,20220526,1
145_2,20220527,1
