service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
410_1,0,0,0,0,0,0,0,20220206,20220312
22_3_1,0,0,0,0,0,0,0,20220206,20220312
409_1_1,0,0,0,0,0,0,0,20220206,20220312
112_2_1,0,0,0,0,0,0,0,20220206,20220312
513_1_1,0,0,0,0,0,0,0,20220206,20220312
2022_1,0,0,0,0,0,0,0,20220206,20220312
306_1_1,0,0,0,0,0,0,0,20220206,20220312
218_2_1,0,0,0,0,0,0,0,20220206,20220312
31_2_1,0,0,0,0,0,0,0,20220206,20220312
519_1_1,0,0,0,0,0,0,0,20220206,20220312
309_2_1,0,0,0,0,0,0,0,20220206,20220312
33_1_1,0,0,0,0,0,0,0,20220206,20220312
415_1_1,0,0,0,0,0,0,0,20220206,20220312
Rail SaSu+Hol_1,0,0,0,0,0,0,0,20220206,20220312
510_1,0,0,0,0,0,0,0,20220206,20220312
229_1,0,0,0,0,0,0,0,20220206,20220312
506_2_1,0,0,0,0,0,0,0,20220206,20220312
12_1,0,0,0,0,0,0,0,20220206,20220312
316_1_1,0,0,0,0,0,0,0,20220206,20220312
103_3_1,0,0,0,0,0,0,0,20220206,20220312
63_1,0,0,0,0,0,0,0,20220206,20220312
406_1_1,0,0,0,0,0,0,0,20220206,20220312
3101_1,0,0,0,0,0,0,0,20220206,20220312
426_1,0,0,0,0,0,0,0,20220206,20220312
202_1_1,0,0,0,0,0,0,0,20220206,20220312
3032_1,0,0,0,0,0,0,0,20220206,20220312
206_4_1,0,0,0,0,0,0,0,20220206,20220312
607_1,0,0,0,0,0,0,0,20220206,20220312
3371_1,0,0,0,0,0,0,0,20220206,20220312
706_1,0,0,0,0,0,0,0,20220206,20220312
20_1_1,0,0,0,0,0,0,0,20220206,20220312
529_1_1,0,0,0,0,0,0,0,20220206,20220312
157_1,0,0,0,0,0,0,0,20220206,20220312
318_3_1,0,0,0,0,0,0,0,20220206,20220312
715_1,0,0,0,0,0,0,0,20220206,20220312
433_1,0,0,0,0,0,0,0,20220206,20220312
42_1,0,0,0,0,0,0,0,20220206,20220312
528_1,0,0,0,0,0,0,0,20220206,20220312
305_1_1,0,0,0,0,0,0,0,20220206,20220312
115_2_1,0,0,0,0,0,0,0,20220206,20220312
148_1,0,0,0,0,0,0,0,20220206,20220312
1002_1,0,0,0,0,0,0,0,20220206,20220312
29_4_1,0,0,0,0,0,0,0,20220206,20220312
45_2_1,0,0,0,0,0,0,0,20220206,20220312
303_1_1,0,0,0,0,0,0,0,20220206,20220312
221_1_1,0,0,0,0,0,0,0,20220206,20220312
509_1,0,0,0,0,0,0,0,20220206,20220312
33_2_1,0,0,0,0,0,0,0,20220206,20220312
991_1,0,0,0,0,0,0,0,20220206,20220312
204_1,0,0,0,0,0,0,0,20220206,20220312
9_2_1,0,0,0,0,0,0,0,20220206,20220312
310_5_1,0,0,0,0,0,0,0,20220206,20220312
30_2_1,0,0,0,0,0,0,0,20220206,20220312
404_2_1,0,0,0,0,0,0,0,20220206,20220312
10_3_1,0,0,0,0,0,0,0,20220206,20220312
151_1_1,0,0,0,0,0,0,0,20220206,20220312
27_4_1,0,0,0,0,0,0,0,20220206,20220312
17_3_1,0,0,0,0,0,0,0,20220206,20220312
90_1,0,0,0,0,0,0,0,20220206,20220312
42_1_1,0,0,0,0,0,0,0,20220206,20220312
3161_1,0,0,0,0,0,0,0,20220206,20220312
28_3_1,0,0,0,0,0,0,0,20220206,20220312
109_3_1,0,0,0,0,0,0,0,20220206,20220312
602_1,0,0,0,0,0,0,0,20220206,20220312
311_2_1,0,0,0,0,0,0,0,20220206,20220312
211_1,0,0,0,0,0,0,0,20220206,20220312
3142_1,0,0,0,0,0,0,0,20220206,20220312
419_1_1,0,0,0,0,0,0,0,20220206,20220312
20_3_1,0,0,0,0,0,0,0,20220206,20220312
2101_1,0,0,0,0,0,0,0,20220206,20220312
1042_1,0,0,0,0,0,0,0,20220206,20220312
3123_1,0,0,0,0,0,0,0,20220206,20220312
111_1_1,0,0,0,0,0,0,0,20220206,20220312
605_1,0,0,0,0,0,0,0,20220206,20220312
718_1,0,0,0,0,0,0,0,20220206,20220312
527_1_1,0,0,0,0,0,0,0,20220206,20220312
Rail Sa-XSun_1,0,0,0,0,0,0,0,20220206,20220312
65_1,0,0,0,0,0,0,0,20220206,20220312
136_1,0,0,0,0,0,0,0,20220206,20220312
417_1,0,0,0,0,0,0,0,20220206,20220312
227_1,0,0,0,0,0,0,0,20220206,20220312
8_1,0,0,0,0,0,0,0,20220206,20220312
601_1,0,0,0,0,0,0,0,20220206,20220312
544_1,0,0,0,0,0,0,0,20220206,20220312
1_1,0,0,0,0,0,0,0,20220206,20220312
18_2_1,0,0,0,0,0,0,0,20220206,20220312
422_1,0,0,0,0,0,0,0,20220206,20220312
702_1,0,0,0,0,0,0,0,20220206,20220312
36_3_1,0,0,0,0,0,0,0,20220206,20220312
54_1,0,0,0,0,0,0,0,20220206,20220312
321_1,0,0,0,0,0,0,0,20220206,20220312
3182_1,0,0,0,0,0,0,0,20220206,20220312
309_3_1,0,0,0,0,0,0,0,20220206,20220312
117_3_1,0,0,0,0,0,0,0,20220206,20220312
705_1,0,0,0,0,0,0,0,20220206,20220312
22_1_1,0,0,0,0,0,0,0,20220206,20220312
3211_1,0,0,0,0,0,0,0,20220206,20220312
2021_1,0,0,0,0,0,0,0,20220206,20220312
317_1,0,0,0,0,0,0,0,20220206,20220312
202_2_1,0,0,0,0,0,0,0,20220206,20220312
311_1_1,0,0,0,0,0,0,0,20220206,20220312
122_1,0,0,0,0,0,0,0,20220206,20220312
206_3_1,0,0,0,0,0,0,0,20220206,20220312
27_3_1,0,0,0,0,0,0,0,20220206,20220312
40_3_1,0,0,0,0,0,0,0,20220206,20220312
6_2_1,0,0,0,0,0,0,0,20220206,20220312
308_1,0,0,0,0,0,0,0,20220206,20220312
WHF MTuWThF-XHol_1,0,0,0,0,0,0,0,20220206,20220312
405_1,0,0,0,0,0,0,0,20220206,20220312
2051_1,0,0,0,0,0,0,0,20220206,20220312
110_2_1,0,0,0,0,0,0,0,20220206,20220312
501_1,0,0,0,0,0,0,0,20220206,20220312
201_1,0,0,0,0,0,0,0,20220206,20220312
203_2_1,0,0,0,0,0,0,0,20220206,20220312
13_2_1,0,0,0,0,0,0,0,20220206,20220312
121_1,0,0,0,0,0,0,0,20220206,20220312
411_1_1,0,0,0,0,0,0,0,20220206,20220312
310_1_1,0,0,0,0,0,0,0,20220206,20220312
1031_1,0,0,0,0,0,0,0,20220206,20220312
67_1,0,0,0,0,0,0,0,20220206,20220312
716_1,0,0,0,0,0,0,0,20220206,20220312
513_2_1,0,0,0,0,0,0,0,20220206,20220312
41_2_1,0,0,0,0,0,0,0,20220206,20220312
146_1,0,0,0,0,0,0,0,20220206,20220312
113_1_1,0,0,0,0,0,0,0,20220206,20220312
128_1,0,0,0,0,0,0,0,20220206,20220312
82_1,0,0,0,0,0,0,0,20220206,20220312
36_2_1,0,0,0,0,0,0,0,20220206,20220312
515_1_1,0,0,0,0,0,0,0,20220206,20220312
3312_1,0,0,0,0,0,0,0,20220206,20220312
20_1,0,0,0,0,0,0,0,20220206,20220312
502_1_1,0,0,0,0,0,0,0,20220206,20220312
437_1,0,0,0,0,0,0,0,20220206,20220312
10_2_1,0,0,0,0,0,0,0,20220206,20220312
3172_1,0,0,0,0,0,0,0,20220206,20220312
139_1,0,0,0,0,0,0,0,20220206,20220312
119_1_1,0,0,0,0,0,0,0,20220206,20220312
220_1_1,0,0,0,0,0,0,0,20220206,20220312
66_1,0,0,0,0,0,0,0,20220206,20220312
208_1,0,0,0,0,0,0,0,20220206,20220312
31_1,0,0,0,0,0,0,0,20220206,20220312
107_1_1,0,0,0,0,0,0,0,20220206,20220312
7_3_1,0,0,0,0,0,0,0,20220206,20220312
26_1_1,0,0,0,0,0,0,0,20220206,20220312
309_1_1,0,0,0,0,0,0,0,20220206,20220312
40_1,0,0,0,0,0,0,0,20220206,20220312
208_3_1,0,0,0,0,0,0,0,20220206,20220312
401_1_1,0,0,0,0,0,0,0,20220206,20220312
208_4_1,0,0,0,0,0,0,0,20220206,20220312
230_1,0,0,0,0,0,0,0,20220206,20220312
608_1_1,0,0,0,0,0,0,0,20220206,20220312
309_1,0,0,0,0,0,0,0,20220206,20220312
68_1,0,0,0,0,0,0,0,20220206,20220312
412_1_1,0,0,0,0,0,0,0,20220206,20220312
24_1_1,0,0,0,0,0,0,0,20220206,20220312
303_1,0,0,0,0,0,0,0,20220206,20220312
306_3_1,0,0,0,0,0,0,0,20220206,20220312
26_2_1,0,0,0,0,0,0,0,20220206,20220312
322_3_1,0,0,0,0,0,0,0,20220206,20220312
603_1,0,0,0,0,0,0,0,20220206,20220312
409_2_1,0,0,0,0,0,0,0,20220206,20220312
110_4_1,0,0,0,0,0,0,0,20220206,20220312
401_2_1,0,0,0,0,0,0,0,20220206,20220312
71_1,0,0,0,0,0,0,0,20220206,20220312
91_1,0,0,0,0,0,0,0,20220206,20220312
CCL MTuWThF-XHol_1,0,0,0,0,0,0,0,20220206,20220312
2031_1,0,0,0,0,0,0,0,20220206,20220312
3022_1,0,0,0,0,0,0,0,20220206,20220312
421_1,0,0,0,0,0,0,0,20220206,20220312
1001_2_1,0,0,0,0,0,0,0,20220206,20220312
123_1_1,0,0,0,0,0,0,0,20220206,20220312
32_3_1,0,0,0,0,0,0,0,20220206,20220312
301_1,0,0,0,0,0,0,0,20220206,20220312
301_3_1,0,0,0,0,0,0,0,20220206,20220312
417_1_1,0,0,0,0,0,0,0,20220206,20220312
318_2_1,0,0,0,0,0,0,0,20220206,20220312
206_1,0,0,0,0,0,0,0,20220206,20220312
80_1_1,0,0,0,0,0,0,0,20220206,20220312
717_1,0,0,0,0,0,0,0,20220206,20220312
403_1_1,0,0,0,0,0,0,0,20220206,20220312
505_1_1,0,0,0,0,0,0,0,20220206,20220312
2_1_1,0,0,0,0,0,0,0,20220206,20220312
42_2_1,0,0,0,0,0,0,0,20220206,20220312
704_1,0,0,0,0,0,0,0,20220206,20220312
513_1,0,0,0,0,0,0,0,20220206,20220312
519_1,0,0,0,0,0,0,0,20220206,20220312
721_1,0,0,0,0,0,0,0,20220206,20220312
602_1_1,0,0,0,0,0,0,0,20220206,20220312
105_1,0,0,0,0,0,0,0,20220206,20220312
201_3_1,0,0,0,0,0,0,0,20220206,20220312
423_1,0,0,0,0,0,0,0,20220206,20220312
48_1_1,0,0,0,0,0,0,0,20220206,20220312
113_1,0,0,0,0,0,0,0,20220206,20220312
420_1_1,0,0,0,0,0,0,0,20220206,20220312
135_1,0,0,0,0,0,0,0,20220206,20220312
211_1_1,0,0,0,0,0,0,0,20220206,20220312
212_1,0,0,0,0,0,0,0,20220206,20220312
53_1,0,0,0,0,0,0,0,20220206,20220312
414_1,0,0,0,0,0,0,0,20220206,20220312
213_1,0,0,0,0,0,0,0,20220206,20220312
138_1,0,0,0,0,0,0,0,20220206,20220312
115_3_1,0,0,0,0,0,0,0,20220206,20220312
313_1_1,0,0,0,0,0,0,0,20220206,20220312
302_1,0,0,0,0,0,0,0,20220206,20220312
22_2_1,0,0,0,0,0,0,0,20220206,20220312
401_1,0,0,0,0,0,0,0,20220206,20220312
208_2_1,0,0,0,0,0,0,0,20220206,20220312
610_1,0,0,0,0,0,0,0,20220206,20220312
204_5_1,0,0,0,0,0,0,0,20220206,20220312
201_2_1,0,0,0,0,0,0,0,20220206,20220312
19_2_1,0,0,0,0,0,0,0,20220206,20220312
144_1,0,0,0,0,0,0,0,20220206,20220312
710_1,0,0,0,0,0,0,0,20220206,20220312
409_1,0,0,0,0,0,0,0,20220206,20220312
202_5_1,0,0,0,0,0,0,0,20220206,20220312
117_1,0,0,0,0,0,0,0,20220206,20220312
133_1,0,0,0,0,0,0,0,20220206,20220312
116_2_1,0,0,0,0,0,0,0,20220206,20220312
1072_1,0,0,0,0,0,0,0,20220206,20220312
18_1_1,0,0,0,0,0,0,0,20220206,20220312
106_3_1,0,0,0,0,0,0,0,20220206,20220312
34_2_1,0,0,0,0,0,0,0,20220206,20220312
44_1,0,0,0,0,0,0,0,20220206,20220312
228_1,0,0,0,0,0,0,0,20220206,20220312
107_3_1,0,0,0,0,0,0,0,20220206,20220312
302_1_1,0,0,0,0,0,0,0,20220206,20220312
41_1_1,0,0,0,0,0,0,0,20220206,20220312
14_2_1,0,0,0,0,0,0,0,20220206,20220312
311_1,0,0,0,0,0,0,0,20220206,20220312
403_1,0,0,0,0,0,0,0,20220206,20220312
143_1,0,0,0,0,0,0,0,20220206,20220312
203_4_1,0,0,0,0,0,0,0,20220206,20220312
128_1_1,0,0,0,0,0,0,0,20220206,20220312
215_1_1,0,0,0,0,0,0,0,20220206,20220312
517_1,0,0,0,0,0,0,0,20220206,20220312
3162_1,0,0,0,0,0,0,0,20220206,20220312
323_1,0,0,0,0,0,0,0,20220206,20220312
428_1,0,0,0,0,0,0,0,20220206,20220312
81_1,0,0,0,0,0,0,0,20220206,20220312
313_1,0,0,0,0,0,0,0,20220206,20220312
527_1,0,0,0,0,0,0,0,20220206,20220312
32_1_1,0,0,0,0,0,0,0,20220206,20220312
27_2_1,0,0,0,0,0,0,0,20220206,20220312
321_1_1,0,0,0,0,0,0,0,20220206,20220312
504_2_1,0,0,0,0,0,0,0,20220206,20220312
154_1,0,0,0,0,0,0,0,20220206,20220312
212_1_1,0,0,0,0,0,0,0,20220206,20220312
3111_1,0,0,0,0,0,0,0,20220206,20220312
504_1,0,0,0,0,0,0,0,20220206,20220312
19_1_1,0,0,0,0,0,0,0,20220206,20220312
435_1,0,0,0,0,0,0,0,20220206,20220312
22_1,0,0,0,0,0,0,0,20220206,20220312
207_4_1,0,0,0,0,0,0,0,20220206,20220312
524_1,0,0,0,0,0,0,0,20220206,20220312
29_1,0,0,0,0,0,0,0,20220206,20220312
14_3_1,0,0,0,0,0,0,0,20220206,20220312
1062_1,0,0,0,0,0,0,0,20220206,20220312
129_1_1,0,0,0,0,0,0,0,20220206,20220312
113_3_1,0,0,0,0,0,0,0,20220206,20220312
106_1_1,0,0,0,0,0,0,0,20220206,20220312
3151_1,0,0,0,0,0,0,0,20220206,20220312
3272_1,0,0,0,0,0,0,0,20220206,20220312
114_2_1,0,0,0,0,0,0,0,20220206,20220312
404_1_1,0,0,0,0,0,0,0,20220206,20220312
414_1_1,0,0,0,0,0,0,0,20220206,20220312
2061_1,0,0,0,0,0,0,0,20220206,20220312
114_1_1,0,0,0,0,0,0,0,20220206,20220312
404_1,0,0,0,0,0,0,0,20220206,20220312
1051_1,0,0,0,0,0,0,0,20220206,20220312
142_1,0,0,0,0,0,0,0,20220206,20220312
24_3_1,0,0,0,0,0,0,0,20220206,20220312
3131_1,0,0,0,0,0,0,0,20220206,20220312
14_1,0,0,0,0,0,0,0,20220206,20220312
701_1,0,0,0,0,0,0,0,20220206,20220312
3011_1_1,0,0,0,0,0,0,0,20220206,20220312
19_1,0,0,0,0,0,0,0,20220206,20220312
60_1,0,0,0,0,0,0,0,20220206,20220312
503_1,0,0,0,0,0,0,0,20220206,20220312
217_1_1,0,0,0,0,0,0,0,20220206,20220312
202_3_1,0,0,0,0,0,0,0,20220206,20220312
11_1,0,0,0,0,0,0,0,20220206,20220312
Rail Su+Hol (JVL)_1,0,0,0,0,0,0,0,20220206,20220312
153_1,0,0,0,0,0,0,0,20220206,20220312
3072_1,0,0,0,0,0,0,0,20220206,20220312
118_1,0,0,0,0,0,0,0,20220206,20220312
106_1,0,0,0,0,0,0,0,20220206,20220312
38_1_1,0,0,0,0,0,0,0,20220206,20220312
110_1_1,0,0,0,0,0,0,0,20220206,20220312
213_2_1,0,0,0,0,0,0,0,20220206,20220312
431_1_1,0,0,0,0,0,0,0,20220206,20220312
233_1,0,0,0,0,0,0,0,20220206,20220312
1_2_1,0,0,0,0,0,0,0,20220206,20220312
522_1_1,0,0,0,0,0,0,0,20220206,20220312
508_1_1,0,0,0,0,0,0,0,20220206,20220312
25_1,0,0,0,0,0,0,0,20220206,20220312
306_2_1,0,0,0,0,0,0,0,20220206,20220312
994_1,0,0,0,0,0,0,0,20220206,20220312
6_1,0,0,0,0,0,0,0,20220206,20220312
711_1,0,0,0,0,0,0,0,20220206,20220312
CCL Su+Hol-Xmas_1,0,0,0,0,0,0,0,20220206,20220312
12_3_1,0,0,0,0,0,0,0,20220206,20220312
46_1_1,0,0,0,0,0,0,0,20220206,20220312
606_1,0,0,0,0,0,0,0,20220206,20220312
301_1_1,0,0,0,0,0,0,0,20220206,20220312
2062_1,0,0,0,0,0,0,0,20220206,20220312
209_1,0,0,0,0,0,0,0,20220206,20220312
111_1,0,0,0,0,0,0,0,20220206,20220312
122_1_1,0,0,0,0,0,0,0,20220206,20220312
3133_1,0,0,0,0,0,0,0,20220206,20220312
111_4_1,0,0,0,0,0,0,0,20220206,20220312
2_1,0,0,0,0,0,0,0,20220206,20220312
1_1_1,0,0,0,0,0,0,0,20220206,20220312
35_1_1,0,0,0,0,0,0,0,20220206,20220312
437_2_1,0,0,0,0,0,0,0,20220206,20220312
26_1,0,0,0,0,0,0,0,20220206,20220312
3_1,0,0,0,0,0,0,0,20220206,20220312
714_1,0,0,0,0,0,0,0,20220206,20220312
141_1,0,0,0,0,0,0,0,20220206,20220312
70_1,0,0,0,0,0,0,0,20220206,20220312
TuTh-XHol_1,0,0,0,0,0,0,0,20220206,20220312
11_1_1,0,0,0,0,0,0,0,20220206,20220312
508_1,0,0,0,0,0,0,0,20220206,20220312
126_1_1,0,0,0,0,0,0,0,20220206,20220312
104_1,0,0,0,0,0,0,0,20220206,20220312
701_1_1,0,0,0,0,0,0,0,20220206,20220312
2071_1,0,0,0,0,0,0,0,20220206,20220312
324_1,0,0,0,0,0,0,0,20220206,20220312
Rail Sa_1,0,0,0,0,0,0,0,20220206,20220312
80_1,0,0,0,0,0,0,0,20220206,20220312
221_1,0,0,0,0,0,0,0,20220206,20220312
429_1,0,0,0,0,0,0,0,20220206,20220312
322_1,0,0,0,0,0,0,0,20220206,20220312
2072_1,0,0,0,0,0,0,0,20220206,20220312
720_1,0,0,0,0,0,0,0,20220206,20220312
217_2_1,0,0,0,0,0,0,0,20220206,20220312
416_1,0,0,0,0,0,0,0,20220206,20220312
25_3_1,0,0,0,0,0,0,0,20220206,20220312
210_1_1,0,0,0,0,0,0,0,20220206,20220312
703_1_1,0,0,0,0,0,0,0,20220206,20220312
308_1_1,0,0,0,0,0,0,0,20220206,20220312
405_1_1,0,0,0,0,0,0,0,20220206,20220312
3_4_1,0,0,0,0,0,0,0,20220206,20220312
2_1_2,0,0,0,0,0,0,0,20220313,20221217
35_3_2,0,0,0,0,0,0,0,20220313,20221217
8_2_2,0,0,0,0,0,0,0,20220313,20221217
408_2,0,0,0,0,0,0,0,20220313,20221217
501_1_2,0,0,0,0,0,0,0,20220313,20221217
78_2,0,0,0,0,0,0,0,20220313,20221217
406_2_2,0,0,0,0,0,0,0,20220313,20221217
425_2,0,0,0,0,0,0,0,20220313,20221217
34_1_2,0,0,0,0,0,0,0,20220313,20221217
81_2,0,0,0,0,0,0,0,20220313,20221217
103_2_2,0,0,0,0,0,0,0,20220313,20221217
301_3_2,0,0,0,0,0,0,0,20220313,20221217
306_3_2,0,0,0,0,0,0,0,20220313,20221217
111_1_2,0,0,0,0,0,0,0,20220313,20221217
203_2,0,0,0,0,0,0,0,20220313,20221217
67_2,0,0,0,0,0,0,0,20220313,20221217
717_2,0,0,0,0,0,0,0,20220313,20221217
501_4_2,0,0,0,0,0,0,0,20220313,20221217
405_2_2,0,0,0,0,0,0,0,20220313,20221217
3012_2,0,0,0,0,0,0,0,20220313,20221217
207_2_2,0,0,0,0,0,0,0,20220313,20221217
139_2,0,0,0,0,0,0,0,20220313,20221217
41_1_2,0,0,0,0,0,0,0,20220313,20221217
503_1_2,0,0,0,0,0,0,0,20220313,20221217
420_2,0,0,0,0,0,0,0,20220313,20221217
12_2_2,0,0,0,0,0,0,0,20220313,20221217
513_1_2,0,0,0,0,0,0,0,20220313,20221217
315_2,0,0,0,0,0,0,0,20220313,20221217
19_1_2,0,0,0,0,0,0,0,20220313,20221217
MTuWThF-Sch_2,0,0,0,0,0,0,0,20220313,20221217
601_2,0,0,0,0,0,0,0,20220313,20221217
5_2_2,0,0,0,0,0,0,0,20220313,20221217
310_6_2,0,0,0,0,0,0,0,20220313,20221217
314_2,0,0,0,0,0,0,0,20220313,20221217
111_5_2,0,0,0,0,0,0,0,20220313,20221217
211_2,0,0,0,0,0,0,0,20220313,20221217
115_3_2,0,0,0,0,0,0,0,20220313,20221217
309_3_2,0,0,0,0,0,0,0,20220313,20221217
109_1_2,0,0,0,0,0,0,0,20220313,20221217
155_2,0,0,0,0,0,0,0,20220313,20221217
321_1_2,0,0,0,0,0,0,0,20220313,20221217
77_2,0,0,0,0,0,0,0,20220313,20221217
31_1_2,0,0,0,0,0,0,0,20220313,20221217
216_1_2,0,0,0,0,0,0,0,20220313,20221217
519_2,0,0,0,0,0,0,0,20220313,20221217
10_1_2,0,0,0,0,0,0,0,20220313,20221217
409_2,0,0,0,0,0,0,0,20220313,20221217
143_2,0,0,0,0,0,0,0,20220313,20221217
2072_2,0,0,0,0,0,0,0,20220313,20221217
133_2,0,0,0,0,0,0,0,20220313,20221217
517_2,0,0,0,0,0,0,0,20220313,20221217
24_1_2,0,0,0,0,0,0,0,20220313,20221217
113_2,0,0,0,0,0,0,0,20220313,20221217
53_2,0,0,0,0,0,0,0,20220313,20221217
3111_2,0,0,0,0,0,0,0,20220313,20221217
2092_2,0,0,0,0,0,0,0,20220313,20221217
208_5_2,0,0,0,0,0,0,0,20220313,20221217
25_2_2,0,0,0,0,0,0,0,20220313,20221217
306_2,0,0,0,0,0,0,0,20220313,20221217
322_4_2,0,0,0,0,0,0,0,20220313,20221217
716_2,0,0,0,0,0,0,0,20220313,20221217
121_1_2,0,0,0,0,0,0,0,20220313,20221217
316_1_2,0,0,0,0,0,0,0,20220313,20221217
516_2,0,0,0,0,0,0,0,20220313,20221217
601_2_2,0,0,0,0,0,0,0,20220313,20221217
201_4_2,0,0,0,0,0,0,0,20220313,20221217
602_2,0,0,0,0,0,0,0,20220313,20221217
79_2,0,0,0,0,0,0,0,20220313,20221217
3312_2,0,0,0,0,0,0,0,20220313,20221217
1071_2,0,0,0,0,0,0,0,20220313,20221217
3192_2,0,0,0,0,0,0,0,20220313,20221217
200_1_2,0,0,0,0,0,0,0,20220313,20221217
317_2,0,0,0,0,0,0,0,20220313,20221217
604_2_2,0,0,0,0,0,0,0,20220313,20221217
2081_2,0,0,0,0,0,0,0,20220313,20221217
87_2,0,0,0,0,0,0,0,20220313,20221217
4_2,0,0,0,0,0,0,0,20220313,20221217
304_2,0,0,0,0,0,0,0,20220313,20221217
508_1_2,0,0,0,0,0,0,0,20220313,20221217
29_1_2,0,0,0,0,0,0,0,20220313,20221217
5_4_2,0,0,0,0,0,0,0,20220313,20221217
58_2,0,0,0,0,0,0,0,20220313,20221217
434_2,0,0,0,0,0,0,0,20220313,20221217
210_2_2,0,0,0,0,0,0,0,20220313,20221217
138_2,0,0,0,0,0,0,0,20220313,20221217
30_3_2,0,0,0,0,0,0,0,20220313,20221217
WHF MTuWThF-XHol_2,0,0,0,0,0,0,0,20220313,20221217
1001_2,0,0,0,0,0,0,0,20220313,20221217
27_2_2,0,0,0,0,0,0,0,20220313,20221217
10_2_2,0,0,0,0,0,0,0,20220313,20221217
110_3_2,0,0,0,0,0,0,0,20220313,20221217
85_2,0,0,0,0,0,0,0,20220313,20221217
603_1_2,0,0,0,0,0,0,0,20220313,20221217
126_2,0,0,0,0,0,0,0,20220313,20221217
26_2,0,0,0,0,0,0,0,20220313,20221217
37_2_2,0,0,0,0,0,0,0,20220313,20221217
322_2,0,0,0,0,0,0,0,20220313,20221217
615_1_2,0,0,0,0,0,0,0,20220313,20221217
3161_2,0,0,0,0,0,0,0,20220313,20221217
312_2,0,0,0,0,0,0,0,20220313,20221217
303_4_2,0,0,0,0,0,0,0,20220313,20221217
104_2_2,0,0,0,0,0,0,0,20220313,20221217
222_2,0,0,0,0,0,0,0,20220313,20221217
142_2,0,0,0,0,0,0,0,20220313,20221217
1042_2,0,0,0,0,0,0,0,20220313,20221217
218_2_2,0,0,0,0,0,0,0,20220313,20221217
418_1_2,0,0,0,0,0,0,0,20220313,20221217
218_2,0,0,0,0,0,0,0,20220313,20221217
603_2_2,0,0,0,0,0,0,0,20220313,20221217
528_2,0,0,0,0,0,0,0,20220313,20221217
109_2_2,0,0,0,0,0,0,0,20220313,20221217
513_2,0,0,0,0,0,0,0,20220313,20221217
113_3_2,0,0,0,0,0,0,0,20220313,20221217
414_1_2,0,0,0,0,0,0,0,20220313,20221217
304_1_2,0,0,0,0,0,0,0,20220313,20221217
323_2,0,0,0,0,0,0,0,20220313,20221217
507_2,0,0,0,0,0,0,0,20220313,20221217
403_2_2,0,0,0,0,0,0,0,20220313,20221217
42_2_2,0,0,0,0,0,0,0,20220313,20221217
211_2_2,0,0,0,0,0,0,0,20220313,20221217
15_3_2,0,0,0,0,0,0,0,20220313,20221217
124_1_2,0,0,0,0,0,0,0,20220313,20221217
113_2_2,0,0,0,0,0,0,0,20220313,20221217
226_2,0,0,0,0,0,0,0,20220313,20221217
313_2,0,0,0,0,0,0,0,20220313,20221217
32_2_2,0,0,0,0,0,0,0,20220313,20221217
501_2_2,0,0,0,0,0,0,0,20220313,20221217
210_2,0,0,0,0,0,0,0,20220313,20221217
39_2,0,0,0,0,0,0,0,20220313,20221217
66_2,0,0,0,0,0,0,0,20220313,20221217
219_2,0,0,0,0,0,0,0,20220313,20221217
207_2,0,0,0,0,0,0,0,20220313,20221217
435_2,0,0,0,0,0,0,0,20220313,20221217
3151_2,0,0,0,0,0,0,0,20220313,20221217
40_1_2,0,0,0,0,0,0,0,20220313,20221217
125_2,0,0,0,0,0,0,0,20220313,20221217
3072_2,0,0,0,0,0,0,0,20220313,20221217
3_4_2,0,0,0,0,0,0,0,20220313,20221217
205_2,0,0,0,0,0,0,0,20220313,20221217
209_3_2,0,0,0,0,0,0,0,20220313,20221217
3021_2,0,0,0,0,0,0,0,20220313,20221217
32_1_2,0,0,0,0,0,0,0,20220313,20221217
151_2,0,0,0,0,0,0,0,20220313,20221217
3341_2,0,0,0,0,0,0,0,20220313,20221217
402_2_2,0,0,0,0,0,0,0,20220313,20221217
206_4_2,0,0,0,0,0,0,0,20220313,20221217
105_3_2,0,0,0,0,0,0,0,20220313,20221217
112_2_2,0,0,0,0,0,0,0,20220313,20221217
9_3_2,0,0,0,0,0,0,0,20220313,20221217
230_2,0,0,0,0,0,0,0,20220313,20221217
122_2,0,0,0,0,0,0,0,20220313,20221217
13_2_2,0,0,0,0,0,0,0,20220313,20221217
57_2,0,0,0,0,0,0,0,20220313,20221217
145_2,0,0,0,0,0,0,0,20220313,20221217
609_2,0,0,0,0,0,0,0,20220313,20221217
108_2,0,0,0,0,0,0,0,20220313,20221217
214_1_2,0,0,0,0,0,0,0,20220313,20221217
3193_2,0,0,0,0,0,0,0,20220313,20221217
3172_2,0,0,0,0,0,0,0,20220313,20221217
206_2_2,0,0,0,0,0,0,0,20220313,20221217
102_2,0,0,0,0,0,0,0,20220313,20221217
1_3_2,0,0,0,0,0,0,0,20220313,20221217
307_2,0,0,0,0,0,0,0,20220313,20221217
61_2,0,0,0,0,0,0,0,20220313,20221217
3382_2,0,0,0,0,0,0,0,20220313,20221217
3311_2,0,0,0,0,0,0,0,20220313,20221217
3022_2,0,0,0,0,0,0,0,20220313,20221217
43_1_2,0,0,0,0,0,0,0,20220313,20221217
43_2,0,0,0,0,0,0,0,20220313,20221217
523_2,0,0,0,0,0,0,0,20220313,20221217
