from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
6081,6081,2,120,2__1__448__NBM__5__1__5__1,18__0__449__NBM__36__1__36__1
PORI2,2003,2,0,KPL__0__6456__RAIL__Rail_SaSu+Hol,220__1__736__TZM__305__305
6036,6036,2,60,30x__0__115__NBM__14__2__14__2,28__0__117__NBM__156__156
6036,6036,2,60,30x__0__115__NBM__14__2copy__14__2copy,28__0__117__NBM__156__156
1501,WAIK,2,240,281__0__115__UZM__808__808,KPL__1__6303__RAIL__Rail_MTuWThF-XHol
WATE2,9165,2,0,HVL__0__3840__RAIL__Rail_SaSu+Hol,150__0__711__TZM__405__405
3081,3081,2,120,19__0__701__TZM__205__2__205__2,1__1__708__TZM__102__102
3081,3081,2,120,19__0__701__TZM__205__8__205__8,1__1__708__TZM__102__102
PETO2,9001,2,0,HVL__0__3834__RAIL__Rail_SaSu+Hol,150__0__417__TZM__409__409
3081,3081,2,120,19__0__163__TZM__130__130,1__1__220__TZM__107__2__107__2
3081,3081,2,120,19__0__163__TZM__130__1__130__1,1__1__220__TZM__107__2__107__2
9416,SILV,2,240,115__0__403__TZM__506__1__506__1,HVL__1__3817__RAIL__Rail_SaSu+Hol
6055,6017,2,240,1__1__124__TZM__108__2__108__2,23__0__119__TZM__104__2__104__2
9001,PETO1,2,0,150__1__406__TZM__409__409,HVL__1__3823__RAIL__Rail_SaSu+Hol
2002,PORI2,2,0,60__0__723__MNM__1042__1042,KPL__0__6464__RAIL__Rail_SaSu+Hol
TAIT2,9251,2,0,HVL__0__2640__RAIL__Rail_MTuWThF-XHol,120__0__145__TZM__608__608
TAIT2,9251,2,0,HVL__0__2640__RAIL__Rail_MTuWThF-XHol,120__0__145__TZM__608__1__608__1
6081,6081,2,120,2__1__240__NBM__34__3__34__3,18__0__191__NBM__56__56
6081,6081,2,120,2__1__240__NBM__34__3__34__3,18__0__191__NBM__56copy__56copy
1001,PARA1,2,0,250__0__135__UZM__303__303,KPL__1__6331__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,250__0__135__UZM__303copy__303copy,KPL__1__6331__RAIL__Rail_MTuWThF-XHol
6720,7720,2,120,7__0__413__TZM__104__1__104__1,17__0__407__TZM__102__1__102__1
6720,7720,2,120,7__0__413__TZM__104__4__104__4,17__0__407__TZM__102__1__102__1
8165,WATE1,2,0,130__1__476__TZM__402__1__402__1,HVL__1__3857__RAIL__Rail_SaSu+Hol
UPPE,8579,2,240,HVL__0__3836__RAIL__Rail_SaSu+Hol,110__0__717__TZM__503__503
UPPE,8579,2,240,HVL__0__3854__RAIL__Rail_SaSu+Hol,110__0__469__TZM__502__1__502__1
7083,7083,2,120,18__1__222__NBM__56__56,2__0__267__NBM__29__2__29__2
7083,7083,2,120,18__1__222__NBM__56copy__56copy,2__0__267__NBM__29__2copy__29__2copy
9001,PETO1,2,0,154__0__133__TZM__430__430,MEL__1__5645__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,154__0__133__TZM__430__1__430__1,MEL__1__5645__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__449__TZM__302__1__302__1,KPL__1__6455__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,220__1__448__TZM__304__1__304__1,KPL__1__6455__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,220__1__448__TZM__304__3__304__3,KPL__1__6455__RAIL__Rail_SaSu+Hol
PORI1,2002,2,0,KPL__1__6423__RAIL__Rail_SaSu+Hol,60__1__416__MNM__2101__2101
6224,6224,2,240,2__1__228__NBM__29__2__29__2,12__0__155__NBM__56__56
6224,6224,2,240,2__1__228__NBM__29__2copy__29__2copy,12__0__155__NBM__56copy__56copy
8580,UPPE,2,240,110__1__716__TZM__503__503,HVL__1__3829__RAIL__Rail_SaSu+Hol
WATE2,9165,2,0,HVL__0__3614__RAIL__Rail_MTuWThF-XHol,150__0__131__TZM__412__1__412__1
8165,WATE1,2,0,150__1__120__TZM__431__431,HVL__1__2629__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,226__0__155__TZM__301__2__301__2,KPL__1__6345__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,226__0__155__TZM__301__3__301__3,KPL__1__6345__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,226__0__155__TZM__301__4__301__4,KPL__1__6345__RAIL__Rail_MTuWThF-XHol
PORI2,2001,2,0,KPL__0__6352__RAIL__Rail_MTuWThF-XHol,226__0__159__TZM__304__2__304__2
1001,PARA1,2,0,261__1__124__UZM__513__2__513__2,KPL__1__6313__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,150__1__716__TZM__403__403,HVL__1__3845__RAIL__Rail_SaSu+Hol
UPPE,8579,2,240,HVL__0__3634__RAIL__Rail_MTuWThF-XHol,110__0__183__TZM__512__1__512__1
8140,WATE1,2,0,160__1__138__TZM__607__607,HVL__1__3607__RAIL__Rail_MTuWThF-XHol
7083,7083,2,120,18__1__166__NBM__110__3__110__3,2__0__195__NBM__61__61
7083,7083,2,120,18__1__166__NBM__110__3copy__110__3copy,2__0__195__NBM__61__61
WATE2,9165,2,0,HVL__0__3836__RAIL__Rail_SaSu+Hol,150__0__417__TZM__409__409
WATE2,9140,2,0,HVL__0__3624__RAIL__Rail_MTuWThF-XHol,160__0__139__TZM__606__606
8297,TAIT1,2,0,121__1__132__TZM__427__427,HVL__1__3635__RAIL__Rail_MTuWThF-XHol
8297,TAIT1,2,0,121__1__132__TZM__427__1__427__1,HVL__1__3635__RAIL__Rail_MTuWThF-XHol
WATE2,9140,2,0,HVL__0__3868__RAIL__Rail_SaSu+Hol,170__0__731__TZM__602__602
FEAT,1810,2,0,WRL__0__1614__RAIL__Rail_Xmas_Sa_(WRL),200__0__403__TZM__1001__1__1001__1
FEAT,1810,2,0,WRL__0__1614__RAIL__Rail_Sa_(WRL),200__0__403__TZM__1001__1__1001__1
FEAT,1810,2,0,WRL__0__1614__RAIL__Rail_Xmas_workdays,200__0__403__TZM__1001__1__1001__1
1001,PARA1,2,0,261__1__114__UZM__3333__3333,KPL__1__6225__RAIL__Rail_MTuWThF-XHol
TAIT2,9297,2,0,HVL__0__3860__RAIL__Rail_SaSu+Hol,121__0__425__TZM__406__1__406__1
7017,7017,2,120,23__1__106__TZM__111__3__111__3,1__0__119__TZM__138__138
PORI2,2003,2,0,KPL__0__6426__RAIL__Rail_SaSu+Hol,220__1__414__TZM__301__1__301__1
PORI2,2003,2,0,KPL__0__8216__RAIL__Rail_MTuWThF-XHol,220__1__180__TZM__310__310
PORI2,2003,2,0,KPL__0__6336__RAIL__Rail_MTuWThF-XHol,220__1__180__TZM__310__310
2003,PORI1,2,0,210__1__412__TZM__305__1__305__1,KPL__1__6431__RAIL__Rail_SaSu+Hol
7224,7224,2,120,12__1__412__NBM__4__1__4__1,2__0__425__NBM__26__1__26__1
7224,7224,2,120,12__1__412__NBM__4__1copy__4__1copy,2__0__425__NBM__26__1__26__1
PORI2,2001,2,0,KPL__0__6464__RAIL__Rail_SaSu+Hol,210__0__425__TZM__305__1__305__1
8580,UPPE,2,240,110__1__728__TZM__503__503,HVL__1__3841__RAIL__Rail_SaSu+Hol
7083,7083,2,120,18__1__156__NBM__7__2__7__2,2__0__185__NBM__6__2__6__2
7083,7083,2,120,18__1__156__NBM__7__2copy__7__2copy,2__0__185__NBM__6__2copy__6__2copy
UPPE,8579,2,240,HVL__0__3832__RAIL__Rail_SaSu+Hol,111__0__425__TZM__505__2__505__2
8140,WATE1,2,0,170__0__723__TZM__402__402,HVL__1__3859__RAIL__Rail_SaSu+Hol
3081,3081,2,120,60__1__158__MNM__3112__3112,1__1__254__TZM__153__2__153__2
6720,7720,2,120,7__0__747__TZM__106__106,17__0__723__TZM__114__114
7017,7017,2,120,23__1__704__TZM__114__114,1__0__719__TZM__109__1__109__1
6055,6017,2,240,1__1__508__TZM__209__1__209__1,29__1__450__TZM__117__1__117__1
PORI2,2002,2,0,KPL__0__6246__RAIL__Rail_MTuWThF-XHol,236__0__111__TZM__309__309
8580,UPPE,2,240,112__1__412__TZM__505__2__505__2,HVL__1__3839__RAIL__Rail_SaSu+Hol
7720,7700,2,60,17__1__424__TZM__102__1__102__1,7__1__454__TZM__211__2__211__2
PARA2,1000,2,0,KPL__0__6428__RAIL__Rail_SaSu+Hol,250__0__709__UZM__4104__4104
PORI2,2001,2,0,KPL__0__8208__RAIL__Rail_MTuWThF-XHol,220__0__171__TZM__313__313
PORI2,2001,2,0,KPL__0__8208__RAIL__Rail_MTuWThF-XHol,220__0__171__TZM__313__1__313__1
PORI2,2001,2,0,KPL__0__6324__RAIL__Rail_MTuWThF-XHol,220__0__171__TZM__313__313
PORI2,2001,2,0,KPL__0__6324__RAIL__Rail_MTuWThF-XHol,220__0__171__TZM__313__1__313__1
8297,TAIT1,2,0,121__1__124__TZM__426__426,HVL__1__3613__RAIL__Rail_MTuWThF-XHol
6055,6017,2,240,1__1__702__TZM__204__2__204__2,29__1__702__TZM__112__112
6055,6017,2,240,1__1__702__TZM__204__8__204__8,29__1__702__TZM__112__112
8140,WATE1,2,0,170__0__107__TZM__606__606,HVL__1__4605__RAIL__Rail_MTuWThF-XHol
6055,6017,2,240,1__1__428__TZM__116__1__116__1,29__1__414__TZM__117__1__117__1
2002,PORI2,2,0,60__0__451__MNM__2042__2042,KPL__0__6466__RAIL__Rail_SaSu+Hol
6081,6081,2,120,2__1__112__NBM__105__3__105__3,18e__0__101__NBM__101__1__101__1
6081,6081,2,120,2__1__110__NBM__6__2__6__2,18e__0__101__NBM__101__1__101__1
6081,6081,2,120,2__1__110__NBM__6__2copy__6__2copy,18e__0__101__NBM__101__1__101__1
3000,3000,2,300,1__0__467__TZM__202__2__202__2,19__0__433__TZM__210__210
7017,7017,2,120,29__0__411__TZM__114__1__114__1,1__0__429__TZM__206__2__206__2
2002,PORI1,2,0,236__1__134__TZM__316__316,KPL__1__6337__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,236__1__134__TZM__316__1__316__1,KPL__1__6337__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,236__1__134__TZM__316__2__316__2,KPL__1__6337__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,236__1__134__TZM__316__3__316__3,KPL__1__6337__RAIL__Rail_MTuWThF-XHol
7083,7083,2,120,18__1__734__NBM__30__30,2__0__735__NBM__5__5
TAIT2,9251,2,0,HVL__0__3824__RAIL__Rail_SaSu+Hol,120__0__705__TZM__601__601
7017,7017,2,120,23__1__172__TZM__244__244,1__0__277__TZM__3__3__3__3
7017,7017,2,120,23__1__172__TZM__244__1__244__1,1__0__277__TZM__3__3__3__3
6733,6730,2,120,7__0__209__TZM__216__216,23__0__165__TZM__104__2__104__2
3000,3000,2,300,1__0__245__TZM__237__237,19e__0__129__TZM__242__242
3000,3000,2,300,1__0__245__TZM__237__237,19e__0__129__TZM__242__1__242__1
1001,PARA1,2,0,260__1__116__UZM__1410__1410,KPL__1__6225__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,260__1__116__UZM__1410__1__1410__1,KPL__1__6225__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,260__1__116__UZM__1410copy__1410copy,KPL__1__6225__RAIL__Rail_MTuWThF-XHol
7083,7083,2,120,18__1__188__NBM__156__156,2__0__225__NBM__61__61
6224,6224,2,240,2__1__576__NBM__22__22,12__0__717__NBM__36__36
6081,6081,2,120,2__1__198__NBM__36__2__36__2,18e__0__151__NBM__101__1__101__1
2002,PORI1,2,0,230__1__716__TZM__301__301,KPL__1__6447__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,230__1__420__TZM__303__2__303__2,KPL__1__6447__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,230__1__420__TZM__303__5__303__5,KPL__1__6447__RAIL__Rail_SaSu+Hol
WATE2,9140,2,0,HVL__0__3818__RAIL__Rail_SaSu+Hol,170__0__411__TZM__602__1__602__1
UPPE,8579,2,240,HVL__0__3630__RAIL__Rail_MTuWThF-XHol,110__0__179__TZM__502__2__502__2
3000,3000,2,300,1__0__175__TZM__119__1__119__1,60__0__135__MNM__3051__3051
6055,6017,2,240,1__1__234__TZM__203__3__203__3,29__1__146__TZM__129__129
PORI2,2003,2,0,KPL__0__6432__RAIL__Rail_SaSu+Hol,226__0__419__TZM__307__307
PORI2,2001,2,0,KPL__0__6432__RAIL__Rail_SaSu+Hol,210__0__707__TZM__306__306
1810,FEAT,2,0,200__0__401__TZM__1002__2__1002__2,WRL__1__1613__RAIL__Rail_Sa_(WRL)
1810,FEAT,2,0,200__1__400__TZM__1001__1__1001__1,WRL__1__1613__RAIL__Rail_Sa_(WRL)
WAIK,1501,2,240,KPL__0__6452__RAIL__Rail_SaSu+Hol,280__0__721__UZM__4102__4102
PORI2,2003,2,0,KPL__0__6234__RAIL__Rail_MTuWThF-XHol,220__1__128__TZM__320__320
PORI2,2003,2,0,KPL__0__6234__RAIL__Rail_MTuWThF-XHol,220__1__128__TZM__320__1__320__1
3081,3081,2,120,19e__0__127__TZM__240__240,1__1__256__TZM__1__5__1__5
3081,3081,2,120,19e__0__127__TZM__240__1__240__1,1__1__256__TZM__1__5__1__5
UPPE,8579,2,240,HVL__0__3830__RAIL__Rail_SaSu+Hol,110__0__421__TZM__513__513
3081,3081,2,120,60__1__704__MNM__1021__1021,1__1__716__TZM__111__1__111__1
UPPE,8579,2,240,HVL__0__3822__RAIL__Rail_SaSu+Hol,112__0__405__TZM__505__2__505__2
PORI1,2002,2,0,KPL__1__6207__RAIL__Rail_MTuWThF-XHol,60e__1__104__MNM__3011__3011
PORI1,2002,2,0,KPL__1__6207__RAIL__Rail_MTuWThF-XHol,60e__1__104__MNM__3011__1__3011__1
1001,PARA1,2,0,261__1__126__UZM__1313__1313,KPL__1__6319__RAIL__Rail_MTuWThF-XHol
6081,6081,2,120,2__1__190__NBM__28__2__28__2,18__0__165__NBM__110__3__110__3
6081,6081,2,120,2__1__190__NBM__28__2copy__28__2copy,18__0__165__NBM__110__3copy__110__3copy
2002,PORI1,2,0,236__1__106__TZM__310__310,KPL__1__8201__RAIL__Rail_MTuWThF-XHol
PORI2,2002,2,0,KPL__0__6230__RAIL__Rail_MTuWThF-XHol,230__0__113__TZM__308__1__308__1
PORI2,2002,2,0,KPL__0__6230__RAIL__Rail_MTuWThF-XHol,230__0__113__TZM__308__2__308__2
TAIT2,9251,2,0,HVL__0__2610__RAIL__Rail_MTuWThF-XHol,120__0__105__TZM__419__1__419__1
TAIT2,9251,2,0,HVL__0__2610__RAIL__Rail_MTuWThF-XHol,120__0__105__TZM__419__2__419__2
TAIT2,9251,2,0,HVL__0__2610__RAIL__Rail_MTuWThF-XHol,120__0__105__TZM__419__3__419__3
1001,PARA1,2,0,250__0__711__UZM__4105__4105,KPL__1__6435__RAIL__Rail_SaSu+Hol
3081,3081,2,120,19__0__709__TZM__205__2__205__2,1__1__724__TZM__1__3__1__3
3081,3081,2,120,19__0__709__TZM__205__8__205__8,1__1__724__TZM__1__3__1__3
7224,7224,2,120,12__1__144__NBM__26__2__26__2,2__0__269__NBM__105__3__105__3
7224,7224,2,120,12__1__144__NBM__26__2copy__26__2copy,2__0__269__NBM__105__3__105__3
WAIK,1501,2,240,KPL__0__6418__RAIL__Rail_SaSu+Hol,281__0__703__UZM__4102__4102
8165,WATE1,2,0,150__1__708__TZM__403__403,HVL__1__3829__RAIL__Rail_SaSu+Hol
PORI2,2001,2,0,KPL__0__6412__RAIL__Rail_Sa,226__0__401__TZM__305__1__305__1
WATE2,9165,2,0,HVL__0__3622__RAIL__Rail_MTuWThF-XHol,130__0__163__TZM__403__3__403__3
UPPE,8579,2,240,HVL__0__3632__RAIL__Rail_MTuWThF-XHol,112__0__129__TZM__524__524
7730,7730,2,120,23__1__440__TZM__110__1__110__1,7__1__476__TZM__204__3__204__3
7730,7730,2,120,23__1__440__TZM__110__1__110__1,7__1__476__TZM__204__7__204__7
6081,6081,2,120,2__1__546__NBM__3__3,18e__0__713__NBM__29__29
6081,6081,2,120,2__1__546__NBM__3copy__3copy,18e__0__713__NBM__29__29
2002,PORI2,2,0,60__0__145__MNM__MTuWThF-XSch,KPL__0__6326__RAIL__Rail_MTuWThF-XHol
5915,5915,2,0,22__0__231__NBM__12__2__12__2,21__0__229__NBM__55__55
5915,5915,2,0,22__0__231__NBM__12__2__12__2,21__0__229__NBM__55copy__55copy
1501,WAIK,2,240,281__0__111__UZM__808__808,KPL__1__6231__RAIL__Rail_MTuWThF-XHol
7720,7700,2,60,17__1__708__TZM__112__112,7__1__718__TZM__115__115
PETO2,9001,2,0,HVL__0__4620__RAIL__Rail_MTuWThF-XHol,150__0__143__TZM__431__431
PETO2,9001,2,0,MEL__0__5634__RAIL__Rail_MTuWThF-XHol,150__0__143__TZM__431__431
8580,UPPE,2,240,111__0__427__TZM__505__2__505__2,HVL__1__3835__RAIL__Rail_SaSu+Hol
4915,4915,2,0,22__1__446__NBM__3__1__3__1,21__1__446__NBM__200__1__200__1
4915,4915,2,0,22__1__446__NBM__3__1copy__3__1copy,21__1__446__NBM__200__1__200__1
3000,3000,2,300,1__0__199__TZM__229__229,19__0__165__TZM__130__130
3000,3000,2,300,1__0__199__TZM__229__229,19__0__165__TZM__130__1__130__1
1001,PARA1,2,0,262__1__150__UZM__205__1__205__1,KPL__1__6345__RAIL__Rail_MTuWThF-XHol
UPPE,8579,2,240,HVL__0__2626__RAIL__Rail_MTuWThF-XHol,110__0__119__TZM__519__519
7720,7700,2,60,29__1__436__TZM__114__1__114__1,7__1__476__TZM__204__3__204__3
7720,7700,2,60,29__1__436__TZM__114__1__114__1,7__1__476__TZM__204__7__204__7
2002,PORI2,2,0,60__0__411__MNM__2111__2111,KPL__0__6428__RAIL__Rail_SaSu+Hol
6055,6017,2,240,1__1__254__TZM__153__2__153__2,23__0__165__TZM__104__2__104__2
WATE2,9165,2,0,HVL__0__2640__RAIL__Rail_MTuWThF-XHol,130__0__135__TZM__415__1__415__1
WAIK,1501,2,240,KPL__0__6436__RAIL__Rail_SaSu+Hol,290__0__407__UZM__4706__4706
TAIT2,9251,2,0,HVL__0__3856__RAIL__Rail_SaSu+Hol,120__0__473__TZM__417__417
WAIK,1501,2,240,KPL__0__6428__RAIL__Rail_SaSu+Hol,290__0__705__UZM__4106__4106
WAIK,1501,2,240,KPL__0__6432__RAIL__Rail_SaSu+Hol,280__0__711__UZM__4102__4102
3081,3081,2,120,19e__0__111__TZM__233__233,1__1__132__TZM__237__237
3081,3081,2,120,19e__0__111__TZM__233__1__233__1,1__1__132__TZM__237__237
6720,7720,2,120,7__0__473__TZM__204__3__204__3,17__0__437__TZM__102__1__102__1
6720,7720,2,120,7__0__473__TZM__204__7__204__7,17__0__437__TZM__102__1__102__1
8165,WATE1,2,0,150__1__410__TZM__404__1__404__1,HVL__1__3825__RAIL__Rail_SaSu+Hol
6055,6017,2,240,1__1__710__TZM__207__1__207__1,29__1__704__TZM__105__105
6720,7720,2,120,7__0__447__TZM__209__1__209__1,29__0__427__TZM__103__1__103__1
6081,6081,2,120,2__1__540__NBM__23__23,18__0__733__NBM__30__30
WATE2,9140,2,0,HVL__0__3608__RAIL__Rail_MTuWThF-XHol,170__0__143__TZM__601__2__601__2
3000,3000,2,300,1__0__451__TZM__207__2__207__2,19__0__425__TZM__210__210
7017,7017,2,120,23__1__454__TZM__110__1__110__1,1__0__515__TZM__209__1__209__1
PORI2,2001,2,0,KPL__0__6348__RAIL__Rail_MTuWThF-XHol,210__0__141__TZM__322__322
PORI2,2001,2,0,KPL__0__6348__RAIL__Rail_MTuWThF-XHol,210__0__141__TZM__322__1__322__1
PORI2,2001,2,0,KPL__0__6348__RAIL__Rail_MTuWThF-XHol,210__0__141__TZM__322__2__322__2
7083,7083,2,120,18__1__190__NBM__156__156,2__0__229__NBM__112__3__112__3
PORI2,2001,2,0,KPL__0__6232__RAIL__Rail_MTuWThF-XHol,226__0__117__TZM__304__2__304__2
2002,PORI1,2,0,230__1__150__TZM__301__2__301__2,KPL__1__6355__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__150__TZM__301__5__301__5,KPL__1__6355__RAIL__Rail_MTuWThF-XHol
UPPE,8580,2,240,HVL__0__3640__RAIL__Rail_MTuWThF-XHol,113__0__107__TZM__505__3__505__3
UPPE,8579,2,240,HVL__0__3644__RAIL__Rail_MTuWThF-XHol,112__0__139__TZM__510__1__510__1
UPPE,8579,2,240,HVL__0__3644__RAIL__Rail_MTuWThF-XHol,112__0__139__TZM__510__2__510__2
2002,PORI2,2,0,60__0__135__MNM__3051__3051,KPL__0__6316__RAIL__Rail_MTuWThF-XHol
1501,WAIK,2,240,290__0__707__UZM__4106__4106,KPL__1__6443__RAIL__Rail_SaSu+Hol
1501,WAIK,2,240,290__0__407__UZM__4706__4706,KPL__1__6443__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,210__1__108__TZM__303__3__303__3,KPL__1__8207__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,210__1__108__TZM__303__4__303__4,KPL__1__8207__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,210__1__108__TZM__303__7__303__7,KPL__1__8207__RAIL__Rail_MTuWThF-XHol
1501,WAIK,2,240,290__0__705__UZM__4106__4106,KPL__1__6435__RAIL__Rail_SaSu+Hol
1501,WAIK,2,240,290__0__405__UZM__4706__4706,KPL__1__6435__RAIL__Rail_SaSu+Hol
7720,7700,2,60,17__1__106__TZM__139__139,7__1__134__TZM__215__1__215__1
7720,7700,2,60,17__1__106__TZM__139__139,7__1__134__TZM__215__2__215__2
8251,TAIT1,2,0,120__1__742__TZM__506__506,HVL__1__3859__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,250__0__123__UZM__403__2__403__2,KPL__1__6307__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,130__1__446__TZM__419__419,HVL__1__3837__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,160__1__722__TZM__601__601,HVL__1__3857__RAIL__Rail_SaSu+Hol
7083,7083,2,120,18__1__180__NBM__70__70,2__0__209__NBM__104__3__104__3
7083,7083,2,120,18__1__180__NBM__70copy__70copy,2__0__209__NBM__104__3__104__3
6055,6017,2,240,1__1__724__TZM__1__3__1__3,23__0__711__TZM__107__107
7224,7224,2,120,12__1__434__NBM__27__1__27__1,2__0__469__NBM__17__1__17__1
6081,6081,2,120,2__1__460__NBM__17__1__17__1,18e__0__417__NBM__32__2__32__2
7017,7017,2,120,29__0__135__TZM__105__2__105__2,1__0__211__TZM__126__126
7017,7017,2,120,29__0__135__TZM__105__4__105__4,1__0__211__TZM__126__126
3081,3081,2,120,19__0__157__TZM__130__130,1__1__200__TZM__119__1__119__1
3081,3081,2,120,19__0__157__TZM__130__1__130__1,1__1__200__TZM__119__1__119__1
6733,6730,2,120,7__0__223__TZM__123__123,23__0__171__TZM__244__244
6733,6730,2,120,7__0__223__TZM__123__1__123__1,23__0__171__TZM__244__1__244__1
2002,PORI1,2,0,230__1__106__TZM__302__2__302__2,KPL__1__8205__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__106__TZM__302__4__302__4,KPL__1__8205__RAIL__Rail_MTuWThF-XHol
7017,7017,2,120,29__0__109__TZM__103__2__103__2,1__0__133__TZM__225__225
7017,7017,2,120,29__0__109__TZM__103__4__103__4,1__0__133__TZM__225__225
7720,7700,2,60,17__1__408__TZM__102__1__102__1,7__1__422__TZM__211__2__211__2
TAIT2,9251,2,0,HVL__0__2618__RAIL__Rail_MTuWThF-XHol,120__0__113__TZM__608__608
TAIT2,9251,2,0,HVL__0__2618__RAIL__Rail_MTuWThF-XHol,120__0__113__TZM__608__1__608__1
7036,7036,2,120,28__1__100__NBM__900__900,30x__1__102__NBM__22__2__22__2
7036,7036,2,120,28__1__100__NBM__900__900,30x__1__102__NBM__22__2copy__22__2copy
PORI2,2002,2,0,KPL__0__6460__RAIL__Rail_SaSu+Hol,230__0__721__TZM__304__304
PORI2,2002,2,0,KPL__0__6460__RAIL__Rail_SaSu+Hol,230__0__721__TZM__304__4__304__4
8165,WATE1,2,0,130__1__400__TZM__402__1__402__1,HVL__1__3809__RAIL__Rail_SaSu+Hol
PORI2,2002,2,0,KPL__0__6338__RAIL__Rail_MTuWThF-XHol,230__0__139__TZM__302__2__302__2
PORI2,2002,2,0,KPL__0__6338__RAIL__Rail_MTuWThF-XHol,230__0__139__TZM__302__4__302__4
6224,6224,2,240,2__1__560__NBM__22__22,12__0__713__NBM__16__16
8140,WATE1,2,0,160__1__166__TZM__614__614,HVL__1__3645__RAIL__Rail_MTuWThF-XHol
6720,7720,2,120,7__0__443__TZM__211__2__211__2,29__0__425__TZM__117__1__117__1
TAIT2,9251,2,0,HVL__0__3814__RAIL__Rail_SaSu+Hol,120__0__403__TZM__401__1__401__1
8165,WATE1,2,0,130__1__194__TZM__402__2__402__2,HVL__1__3645__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,236__1__712__TZM__304__304,KPL__1__6439__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,236__1__712__TZM__304__4__304__4,KPL__1__6439__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,236__1__414__TZM__306__1__306__1,KPL__1__6439__RAIL__Rail_SaSu+Hol
7017,7017,2,120,23__1__436__TZM__105__1__105__1,1__0__473__TZM__113__1__113__1
PORI1,2002,2,0,KPL__1__6229__RAIL__Rail_MTuWThF-XHol,60__1__116__MNM__3091__3091
3081,3081,2,120,19__0__739__TZM__205__2__205__2,1__1__784__TZM__1__3__1__3
3081,3081,2,120,19__0__739__TZM__205__8__205__8,1__1__784__TZM__1__3__1__3
6055,6017,2,240,1__1__136__TZM__119__1__119__1,29__1__116__TZM__105__2__105__2
6055,6017,2,240,1__1__136__TZM__119__1__119__1,29__1__116__TZM__105__4__105__4
2003,PORI1,2,0,210__1__418__TZM__305__1__305__1,KPL__1__6443__RAIL__Rail_SaSu+Hol
6081,6081,2,120,2__1__246__NBM__50__50,18__0__115__NBM__72__72
UPPE,8579,2,240,HVL__0__3844__RAIL__Rail_SaSu+Hol,111__0__437__TZM__505__2__505__2
WATE2,9165,2,0,HVL__0__3856__RAIL__Rail_SaSu+Hol,130__0__739__TZM__404__404
PORI2,2001,2,0,KPL__0__6428__RAIL__Rail_SaSu+Hol,220__0__709__TZM__305__305
3000,3000,2,300,1__0__119__TZM__138__138,19e__0__117__TZM__118__1__118__1
3000,3000,2,300,1__0__119__TZM__138__138,19e__0__117__TZM__118__3__118__3
6733,6730,2,120,7__0__509__TZM__211__2__211__2,23__0__457__TZM__105__1__105__1
8165,WATE1,2,0,150__1__112__TZM__431__431,HVL__1__4613__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__196__TZM__325__325,KPL__1__6347__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__203__TZM__313__313,KPL__1__6347__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__203__TZM__313__1__313__1,KPL__1__6347__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,150__1__130__TZM__412__1__412__1,HVL__1__3605__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__138__TZM__307__1__307__1,KPL__1__6239__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__147__TZM__313__313,KPL__1__6239__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__147__TZM__313__1__313__1,KPL__1__6239__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__145__TZM__320__320,KPL__1__6239__RAIL__Rail_MTuWThF-XHol
