route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,etm_id
230,114_9,23__1__426__TZM__114__9__114__9,,1,,[@364.0.17529510@]1,,2,426
2200,308_10,220__0__420__TZM__308__10__308__10,,0,,[@356.0.45924825@]1,,2,420
20,2_1,2__1__504__NBM__2__1__2__1,,1,,[@364.0.23226994@]10,,2,504
140,13_1,14__0__419__NBM__13__1__13__1,,0,,[@364.0.23225636@]2,,2,419
10,211_3,1__1__726__TZM__211__3__211__3,,1,,[@364.0.17528045@]5,,2,726
9,CCL MTuWThF-XHol,CCL__0__10445__WCCL__CCL_MTuWThF-XHol,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10445
30,23_1,3__0__409__NBM__23__1__23__1,,0,,[@360.0.6959122@]3,,2,409
1100,404_3,110__1__730__TZM__404__3__404__3,,1,,[@356.0.42935074@]81537888,,2,730
20,24_1,2__0__517__NBM__24__1__24__1,,0,,[@364.0.23226994@]1,,2,517
20,43_2,2__1__522__NBM__43__2__43__2,,1,,[@364.0.23226994@]2,,2,522
70,108_6,7__0__414__TZM__108__6__108__6,,0,,[@364.0.17528115@]2,,2,414
2,Rail XmasWeek 5-6Jan,KPL__0__6438__RAIL__Rail_XmasWeek_5-6Jan,,0,,[@6.0.20608271@]KPL:815#24440#24452,,2,6438
30,3_4,3__0__723__NBM__3__4__3__4,,0,,[@360.0.6959122@]3,,2,723
190,203_11,19__0__451__TZM__203__11__203__11,,0,,[@364.0.17528164@]1,,2,451
10,201_7,1__0__729__TZM__201__7__201__7,,0,,[@364.0.17528045@]7,,2,729
30,32_1,3__1__488__NBM__32__1__32__1,,1,,[@360.0.6959122@]1,,2,488
1300,407_6,130__0__135__TZM__407__6__407__6,,0,,[@364.0.17527495@]3,,2,135
220,31_2,22__1__416__NBM__31__2__31__2,,1,,[@364.0.23227132@]5,,2,416
2810,1102,281__0__711__UZM__1102__1102,,0,,[@364.0.10228169@]1,,2,711
5,Rail MTuWThF-XHol,HVL__1__4603__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608367@]HVL:786#24145#24152,,2,4603
6,Rail XmasWeek 5-6Jan,JVL__0__9344__RAIL__Rail_XmasWeek_5-6Jan,,0,,[@6.0.20608239@]JVL:803#24333#24340,,2,9344
7,7042,AX__0__659__MNM__7042__7042,,0,,[@366.0.7673003@]1,,2,659
70,216_4,7__1__464__TZM__216__4__216__4,,1,,[@364.0.17528115@]1,,2,464
20,1_1,2__1__442__NBM__1__1__1__1,,1,,[@364.0.23226994@]2,,2,442
2300,301_10,230__0__403__TZM__301__10__301__10,,0,,[@356.0.45924869@]230:660#21265#21288,,2,403
1200,402_6,120__0__463__TZM__402__6__402__6,,0,,[@364.0.17527449@]1,,2,463
260,123_3,26__1__114__TZM__123__3__123__3,,1,,[@364.0.17529715@]3,,2,114
300,28_2,30x__1__106__NBM__28__2__28__2,xFM=Operates non-stop between stops 7080/Miramar Avenue at Portsmouth Road and 5000/Courtenay Place - Stop A. Passengers may board and alight at any bus stop elsewhere along the route,1,,[@360.0.6960739@]4,,2,106
10,117_5,1__1__440__TZM__117__5__117__5,,1,,[@364.0.17528045@]5,,2,440
220,19,22__0__707__NBM__19__19,,0,,[@364.0.23227132@]6,,2,707
2,Rail MTuWThF-XHol,KPL__1__6333__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608271@]KPL:808#24393#24405,,2,6333
250,213_6,25__1__413__TZM__213__6__213__6,,1,,[@6.0.22281071@]2,,2,413
20,22,2__0__809__NBM__22__22,,0,,[@364.0.23226994@]1,,2,809
5,Rail SaSu+Hol,HVL__1__3843__RAIL__Rail_SaSu+Hol,,1,,[@6.0.20608367@]HVL:783#24101#24116,,2,3843
6,Rail MTuWThF-XHol,JVL__1__9209__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608239@]JVL:801#24315#24322,,2,9209
1500,401_4,150__1__712__TZM__401__4__401__4,,1,,[@6.0.21845698@]2,,2,712
1300,409_3,130__0__713__TZM__409__3__409__3,,0,,[@364.0.17527495@]3,,2,713
70,220_2,7__0__411__TZM__220__2__220__2,,0,,[@364.0.17528115@]2,,2,411
70,218_2,7__0__435__TZM__218__2__218__2,,0,,[@364.0.17528115@]2,,2,435
830,30_1,83__0__403__NBM__30__1__30__1,,0,,[@364.0.23226528@]83:382#12651#12715,,2,403
830,30_2,83__1__410__NBM__30__2__30__2,,1,,[@364.0.23226528@]83:378#12562#12628,,2,410
2600,1109,260__0__705__UZM__1109__1109,,0,,[@366.0.28965553@]2,,2,705
1600,602_7,160__1__410__TZM__602__7__602__7,,1,,[@356.0.42935312@]160:541#17580#17616,,2,410
30,40_3,3__1__511__NBM__40__3__40__3,,1,,[@360.0.6959122@]1,,2,511
10,202_7,1__0__479__TZM__202__7__202__7,,0,,[@364.0.17528045@]7,,2,479
1200,422_2,120__0__137__TZM__422__2__422__2,,0,,[@364.0.17527449@]1,,2,137
6,Rail XmasWeek 5-6Jan,JVL__0__9336__RAIL__Rail_XmasWeek_5-6Jan,,0,,[@6.0.20608239@]JVL:803#24333#24340,,2,9336
70,110_7,7__0__487__TZM__110__7__110__7,,0,,[@364.0.17528115@]2,,2,487
9,CCL Sa,CCL__1__10422__WCCL__CCL_Sa,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10422
1200,407_4,120__0__705__TZM__407__4__407__4,,0,,[@364.0.17527449@]1,,2,705
10,117_5,1__1__510__TZM__117__5__117__5,,1,,[@364.0.17528045@]1,,2,510
2200,303_10,220__0__727__TZM__303__10__303__10,,0,,[@356.0.45924825@]3,,2,727
10,204_13,1__0__503__TZM__204__13__204__13,,0,,[@364.0.17528045@]10,,2,503
230,110,23__0__713__TZM__110__110,,0,,[@364.0.17529510@]2,,2,713
220,11_3,22__0__401__NBM__11__3__11__3,,0,,[@364.0.23227132@]6,,2,401
5,Rail SaSu+Hol,HVL__0__3856__RAIL__Rail_SaSu+Hol,,0,,[@6.0.20608367@]HVL:793#24218#24233,,2,3856
9913,4_1,N3__0__103__NBM__4__1__4__1,,0,,[@356.0.30313431@]N3:5#146#236,,2,103
2600,7721,260__1__410__UZM__7721__7721,,1,,[@366.0.28965553@]1,,2,410
9,CCL Su+Hol-Xmas,CCL__1__10520__WCCL__CCL_Su+Hol-Xmas,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10520
2000,1001_7,200__1__404__TZM__1001__7__1001__7,,1,,[@356.0.69435742@]2,,2,404
520,3062,52__1__116__MNM__3062__3062,,1,,[@360.0.6959370@]52:307#10264#10319,,2,116
1500,410_3,150__0__417__TZM__410__3__410__3,,0,,[@6.0.21845698@]3,,2,417
20,11,2__0__749__NBM__11__11,,0,,[@364.0.23226994@]1,,2,749
2,Rail SaSu+Hol,KPL__1__6467__RAIL__Rail_SaSu+Hol,,1,,[@6.0.20608271@]KPL:807#24379#24391,,2,6467
270,116,27__1__720__TZM__116__116,,1,,[@360.0.75333692@]1,,2,720
30,3,3__1__706__NBM__3__3,,1,,[@360.0.6959122@]4,,2,706
1300,411_3,130__1__414__TZM__411__3__411__3,,1,,[@364.0.17527495@]1,,2,414
7,8092,AX__0__907__MNM__8092__8092,,0,,[@366.0.7673003@]1,,2,907
1300,427_1,130__0__151__TZM__427__1__427__1,,0,,[@364.0.17527495@]3,,2,151
7,6022,AX__1__160__MNM__6022__6022,,1,,[@366.0.7673003@]2,,2,160
20,18,2__0__707__NBM__18__18,,0,,[@364.0.23226994@]5,,2,707
1600,601_3,160__1__722__TZM__601__3__601__3,,1,,[@356.0.42935312@]160:541#17580#17616,,2,722
340,110_1,34__1__162__NBM__110__1__110__1,,1,,[@364.0.23225745@]1,,2,162
9,CCL MTuWThF-XHol,CCL__1__10431__WCCL__CCL_MTuWThF-XHol,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10431
70,107_4,7__0__755__TZM__107__4__107__4,,0,,[@364.0.17528115@]2,,2,755
2620,1105,262__1__704__UZM__1105__1105,,1,,[@366.0.28965575@]2,,2,704
9,CCL Su+Hol-Xmas,CCL__1__10358__WCCL__CCL_Su+Hol-Xmas,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10358
5,Rail SaSu+Hol,HVL__1__3857__RAIL__Rail_SaSu+Hol,,1,,[@6.0.20608367@]HVL:783#24101#24116,,2,3857
10,115_7,1__0__421__TZM__115__7__115__7,,0,,[@364.0.17528045@]12,,2,421
2,Rail MTuWThF-XHol,KPL__1__6327__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608271@]KPL:808#24393#24405,,2,6327
7,8092,AX__1__904__MNM__8092__8092,,1,,[@366.0.7673003@]2,,2,904
20,2_4,2__1__702__NBM__2__4__2__4,,1,,[@364.0.23226994@]10,,2,702
260,118_5,26__0__123__TZM__118__5__118__5,,0,,[@364.0.17529715@]1,,2,123
230,107_8,23__0__433__TZM__107__8__107__8,,0,,[@364.0.17529510@]2,,2,433
1200,416_2,120__1__470__TZM__416__2__416__2,,1,,[@364.0.17527449@]2,,2,470
200,15_3,20__0__413__NBM__15__3__15__3,,0,,[@360.0.6960769@]1,,2,413
20,1_2,2__0__513__NBM__1__2__1__2,,0,,[@364.0.23226994@]1,,2,513
70,109_4,7__0__477__TZM__109__4__109__4,,0,,[@364.0.17528115@]2,,2,477
30,205,3__0__781__NBM__205__205,,0,,[@360.0.6959122@]2,,2,781
290,106,29__1__714__TZM__106__106,,1,,[@364.0.17529751@]1,,2,714
1150,512_4,115__0__125__TZM__512__4__512__4,,0,,[@364.0.36724745@]115:457#14567#14629,,2,125
290,217_4,29__1__412__TZM__217__4__217__4,,1,,[@364.0.17529751@]1,,2,412
1500,412_3,150__0__415__TZM__412__3__412__3,,0,,[@6.0.21845698@]3,,2,415
6,Rail Sa,JVL__1__9339__RAIL__Rail_Sa,,1,,[@6.0.20608239@]JVL:801#24315#24322,,2,9339
1200,407_6,120__1__128__TZM__407__6__407__6,,1,,[@364.0.17527449@]2,,2,128
7,6092,AX__0__151__MNM__6092__6092,,0,,[@366.0.7673003@]1,,2,151
1140,505_4,114__0__409__TZM__505__4__505__4,,0,,[@356.0.42935130@]2,,2,409
30,41,3__1__752__NBM__41__41,,1,,[@360.0.6959122@]1,,2,752
30,205_1,3__0__459__NBM__205__1__205__1,,0,,[@360.0.6959122@]2,,2,459
20,31_3,2__1__556__NBM__31__3__31__3,,1,,[@364.0.23226994@]10,,2,556
830,206_1,83__1__430__NBM__206__1__206__1,,1,,[@364.0.23226528@]83:378#12562#12628,,2,430
120,6_1,12__1__412__NBM__6__1__6__1,,1,,[@364.0.23227021@]1,,2,412
1100,516_2,110__0__193__TZM__516__2__516__2,,0,,[@356.0.42935074@]3,,2,193
220,11_1,22__1__400__NBM__11__1__11__1,,1,,[@364.0.23227132@]5,,2,400
9,CCL Su+Hol-Xmas,CCL__1__10496__WCCL__CCL_Su+Hol-Xmas,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10496
10,204_8,1__1__720__TZM__204__8__204__8,,1,,[@364.0.17528045@]1,,2,720
1600,602_7,160__0__415__TZM__602__7__602__7,,0,,[@356.0.42935312@]5,,2,415
5,Rail MTuWThF-XHol,HVL__0__3626__RAIL__Rail_MTuWThF-XHol,,0,,[@6.0.20608367@]HVL:796#24254#24262,,2,3626
240,213_4,24__0__421__TZM__213__4__213__4,,0,,[@364.0.17528180@]2,,2,421
1100,508_2,110__1__464__TZM__508__2__508__2,,1,,[@356.0.42935074@]81537888,,2,464
270,211_4,27__0__413__TZM__211__4__211__4,,0,,[@360.0.75333692@]2,,2,413
2200,305_5,220__0__413__TZM__305__5__305__5,,0,,[@356.0.45924825@]1,,2,413
6,Rail Su+Hol (JVL),JVL__0__9392__RAIL__Rail_Su+Hol_(JVL),,0,,[@6.0.20608239@]JVL:803#24333#24340,,2,9392
5,Rail SaSu+Hol,HVL__0__3836__RAIL__Rail_SaSu+Hol,BH=Buses replacing this service are ongoing. Go to the buses replacing train stop.,0,,[@6.0.20608367@]HVL:793#24218#24233,,2,3836
240,211_6,24__1__402__TZM__211__6__211__6,,1,,[@364.0.17528180@]1,,2,402
2040,801_12,204__1__152__TZM__801__12__801__12,,1,,[@6.0.22551316@]204:599#19378#19389,,2,152
2600,7_2,260__1__102__UZM__7__2__7__2,,1,,[@366.0.28965553@]1,,2,102
30,28_1,3__1__452__NBM__28__1__28__1,,1,,[@360.0.6959122@]1,,2,452
520,2022,52__0__441__MNM__2022__2022,,0,,[@360.0.6959370@]2,,2,441
1100,501_7,110__0__141__TZM__501__7__501__7,,0,,[@356.0.42935074@]4,,2,141
210,239,21__1__410__NBM__239__239,,1,,[@364.0.23227109@]1,,2,410
1100,503_4,110__1__404__TZM__503__4__503__4,,1,,[@356.0.42935074@]81537888,,2,404
1100,511_3,110__1__174__TZM__511__3__511__3,,1,,[@356.0.42935074@]2,,2,174
830,201_1,83__1__432__NBM__201__1__201__1,,1,,[@364.0.23226528@]83:378#12562#12628,,2,432
2620,7714,262__1__412__UZM__7714__7714,,1,,[@366.0.28965575@]2,,2,412
240,113,24__0__719__TZM__113__113,,0,,[@364.0.17528180@]2,,2,719
600,2071,60__0__439__MNM__2071__2071,,0,,[@356.0.29339884@]2,,2,439
7,6041,AX__0__111__MNM__6041__6041,,0,,[@366.0.7673003@]1,,2,111
210,29_4,21__0__405__NBM__29__4__29__4,,0,,[@364.0.23227109@]2,,2,405
220,33_1,22__0__417__NBM__33__1__33__1,,0,,[@364.0.23227132@]6,,2,417
2360,302_3,236__0__701__TZM__302__3__302__3,,0,,[@356.0.45924880@]236:670#21452#21487,,2,701
120,43_1,12__0__417__NBM__43__1__43__1,,0,,[@364.0.23227021@]2,,2,417
7,6091,AX__1__130__MNM__6091__6091,,1,,[@366.0.7673003@]2,,2,130
2620,9_2,262__0__103__UZM__9__2__9__2,,0,,[@366.0.28965575@]1,,2,103
130,206_2,13__0__126__NBM__206__2__206__2,,0,,[@364.0.23227081@]2,,2,126
120,4_1,12__0__447__NBM__4__1__4__1,,0,,[@364.0.23227021@]2,,2,447
1110,513_5,111__0__151__TZM__513__5__513__5,,0,,[@364.0.17527741@]2,,2,151
10,204_8,1__1__700__TZM__204__8__204__8,,1,,[@364.0.17528045@]1,,2,700
1300,427_1,130__0__127__TZM__427__1__427__1,,0,,[@364.0.17527495@]3,,2,127
1450,419_3,145__0__421__TZM__419__3__419__3,,0,,[@6.0.21845666@]2,,2,421
1300,405_5,130__0__195__TZM__405__5__405__5,,0,,[@364.0.17527495@]3,,2,195
1150,502_6,115__0__135__TZM__502__6__502__6,P=Ends near Pinehaven Library,0,,[@364.0.36724745@]3,,2,135
1100,501_6,110__1__430__TZM__501__6__501__6,,1,,[@356.0.42935074@]2,,2,430
10,204_13,1__1__416__TZM__204__13__204__13,,1,,[@364.0.17528045@]5,,2,416
830,3,83__1__738__NBM__3__3,,1,,[@364.0.23226528@]83:378#12562#12628,,2,738
20,6,2__1__760__NBM__6__6,,1,,[@364.0.23226994@]2,,2,760
7,7061,AX__0__623__MNM__7061__7061,,0,,[@366.0.7673003@]1,,2,623
210,17_2,21__1__422__NBM__17__2__17__2,,1,,[@364.0.23227109@]1,,2,422
210,201,21__0__723__NBM__201__201,,0,,[@364.0.23227109@]2,,2,723
2,Rail XmasWeek 5-6Jan,KPL__1__6425__RAIL__Rail_XmasWeek_5-6Jan,,1,,[@6.0.20608271@]KPL:807#24379#24391,,2,6425
2360,307_10,236__1__422__TZM__307__10__307__10,,1,,[@356.0.45924880@]236:664#21302#21336,,2,422
9,CCL MTuWThF-XHol,CCL__0__10631__WCCL__CCL_MTuWThF-XHol,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10631
2500,1105,250__0__707__UZM__1105__1105,,0,,[@366.0.28965531@]1,,2,707
2600,44_1,260__0__111__UZM__44__1__44__1,,0,,[@366.0.28965553@]2,,2,111
20,2_1,2__0__455__NBM__2__1__2__1,,0,,[@364.0.23226994@]5,,2,455
1700,604_4,170__0__443__TZM__604__4__604__4,,0,,[@356.0.42935339@]170:564#18381#18436,,2,443
20,35_2,2__1__582__NBM__35__2__35__2,,1,,[@364.0.23226994@]2,,2,582
1500,404_5,150__1__114__TZM__404__5__404__5,,1,,[@6.0.21845698@]2,,2,114
2610,1_4,261__0__121__UZM__1__4__1__4,,0,,[@366.0.28965564@]1,,2,121
2,Rail XmasWeek 5-6Jan,KPL__0__6442__RAIL__Rail_XmasWeek_5-6Jan,,0,,[@6.0.20608271@]KPL:815#24440#24452,,2,6442
2,Rail MTuWThF-XHol,KPL__1__6303__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608271@]KPL:808#24393#24405,,2,6303
600,2101,60__0__413__MNM__2101__2101,,0,,[@356.0.29339884@]2,,2,413
1120,505_4,112__1__412__TZM__505__4__505__4,,1,,[@6.0.22024228@]1,,2,412
340,111_1,34__0__113__NBM__111__1__111__1,,0,,[@364.0.23225745@]2,,2,113
20,39,2__1__866__NBM__39__39,,1,,[@364.0.23226994@]10,,2,866
2620,12_3,262__0__131__UZM__12__3__12__3,,0,,[@366.0.28965575@]1,,2,131
9,CCL MTuWThF-XHol,CCL__0__10529__WCCL__CCL_MTuWThF-XHol,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10529
10,208_7,1__0__461__TZM__208__7__208__7,,0,,[@364.0.17528045@]12,,2,461
2800,50_4,280__0__123__UZM__50__4__50__4,,0,,[@6.0.7180610@]1,,2,123
20,8,2__0__827__NBM__8__8,,0,,[@364.0.23226994@]5,,2,827
2600,14_4,260__1__126__UZM__14__4__14__4,,1,,[@366.0.28965553@]1,,2,126
1200,402_6,120__0__439__TZM__402__6__402__6,,0,,[@364.0.17527449@]1,,2,439
120,26,12__0__723__NBM__26__26,,0,,[@364.0.23227021@]2,,2,723
20,24,2__0__815__NBM__24__24,,0,,[@364.0.23226994@]5,,2,815
220,19_2,22__0__437__NBM__19__2__19__2,,0,,[@364.0.23227132@]6,,2,437
1300,405_5,130__1__136__TZM__405__5__405__5,,1,,[@364.0.17527495@]1,,2,136
190,202_6,19__0__735__TZM__202__6__202__6,,0,,[@364.0.17528164@]1,,2,735
9988,1,N88__0__101__NBM__1__1,,0,,[@356.0.30313526@]N88:20#819#882,,2,101
120,11_1,12__1__420__NBM__11__1__11__1,,1,,[@364.0.23227021@]1,,2,420
1600,432_2,160__0__171__TZM__432__2__432__2,,0,,[@356.0.42935312@]4,,2,171
210,239,21__1__424__NBM__239__239,,1,,[@364.0.23227109@]1,,2,424
240,219_2,24__1__408__TZM__219__2__219__2,,1,,[@364.0.17528180@]1,,2,408
3,Rail MTuWThF-XHol,MEL__1__5621__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608303@]MEL:826#24532#24535,,2,5621
4,Rail 2 MTuWTuF-XHol BRT Train Xmas,WRL__1__9930__RAIL__Rail_2_MTuWTuF-XHol_BRT_Train_Xmas,,1,,[@356.0.69433816@]WRL:839#24616#24626,,2,9930
20,18,2__1__772__NBM__18__18,,1,,[@364.0.23226994@]2,,2,772
180,18_1,18__0__419__NBM__18__1__18__1,,0,,[@364.0.23225663@]2,,2,419
30,19_2,3__0__453__NBM__19__2__19__2,,0,,[@360.0.6959122@]3,,2,453
10,210_7,1__0__417__TZM__210__7__210__7,,0,,[@364.0.17528045@]10,,2,417
1600,609_2,160__0__131__TZM__609__2__609__2,,0,,[@356.0.42935312@]5,,2,131
7,7061,AX__1__630__MNM__7061__7061,,1,,[@366.0.7673003@]2,,2,630
240,216_6,24__0__407__TZM__216__6__216__6,,0,,[@364.0.17528180@]2,,2,407
9,CCL MTuWThF-XHol,CCL__1__10689__WCCL__CCL_MTuWThF-XHol,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10689
1200,403_6,120__0__149__TZM__403__6__403__6,,0,,[@364.0.17527449@]1,,2,149
30,238,3__1__446__NBM__238__238,,1,,[@360.0.6959122@]4,,2,446
1100,429_2,110__1__182__TZM__429__2__429__2,,1,,[@356.0.42935074@]2,,2,182
310,207,31x__0__138__NBM__207__207,,0,,[@360.0.6959281@]4,,2,138
2810,42_3,281__0__131__UZM__42__3__42__3,,0,,[@364.0.10228169@]1,,2,131
2300,303_8,230__1__410__TZM__303__8__303__8,,1,,[@356.0.45924869@]230:656#21228#21251,,2,410
1500,406_5,150__1__438__TZM__406__5__406__5,,1,,[@6.0.21845698@]2,,2,438
9,CCL MTuWThF-XHol,CCL__1__10425__WCCL__CCL_MTuWThF-XHol,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10425
270,107_8,27__1__426__TZM__107__8__107__8,,1,,[@360.0.75333692@]1,,2,426
2,Rail XmasWeek 5-6Jan,KPL__1__6447__RAIL__Rail_XmasWeek_5-6Jan,,1,,[@6.0.20608271@]KPL:807#24379#24391,,2,6447
830,205_2,83__1__412__NBM__205__2__205__2,,1,,[@364.0.23226528@]83:378#12562#12628,,2,412
250,111_8,25__0__411__TZM__111__8__111__8,,0,,[@6.0.22281071@]1,,2,411
1300,602_8,130__1__104__TZM__602__8__602__8,,1,,[@364.0.17527495@]1,,2,104
2900,7750,290__0__401__UZM__7750__7750,,0,,[@364.0.36724235@]2,,2,401
2510,31_4,251__1__100__UZM__31__4__31__4,HP=Operates a 'hail and ride' service within Paekakariki and between Poplar Avenue and Raumati Road where passengers may board or alight at any point along the route between bus stops where it is safe and legal to do so,1,,[@6.0.7172197@]2,,2,100
520,1071,52__1__714__MNM__1071__1071,,1,,[@360.0.6959370@]52:307#10264#10319,,2,714
70,108_4,7__1__504__TZM__108__4__108__4,,1,,[@364.0.17528115@]1,,2,504
70,204_13,7__0__401__TZM__204__13__204__13,,0,,[@364.0.17528115@]2,,2,401
360,17_2,36__0__117__NBM__17__2__17__2,,0,,[@360.0.75332042@]2,,2,117
5,Rail MTuWThF-XHol,HVL__0__3658__RAIL__Rail_MTuWThF-XHol,,0,,[@6.0.20608367@]HVL:793#24218#24233,,2,3658
1200,401_6,120__1__192__TZM__401__6__401__6,,1,,[@364.0.17527449@]2,,2,192
20,14_1,2__0__427__NBM__14__1__14__1,,0,,[@364.0.23226994@]5,,2,427
10,108_3,1__1__762__TZM__108__3__108__3,,1,,[@364.0.17528045@]3,,2,762
8,WHF SaSu+Hol,WHF__0__117__EBYW__WHF_SaSu+Hol,,0,,[@6.0.93606290@]13,,2,117
230,114_9,23__1__406__TZM__114__9__114__9,,1,,[@364.0.17529510@]1,,2,406
140,4_2,14__0__443__NBM__4__2__4__2,,0,,[@364.0.23225636@]2,,2,443
2,Rail XmasWeek 5-6Jan,KPL__0__6458__RAIL__Rail_XmasWeek_5-6Jan,,0,,[@6.0.20608271@]KPL:815#24440#24452,,2,6458
600,2042,60__1__452__MNM__2042__2042,,1,,[@356.0.29339884@]1,,2,452
270,102_6,27__0__415__TZM__102__6__102__6,,0,,[@360.0.75333692@]2,,2,415
2620,7713,262__0__419__UZM__7713__7713,,0,,[@366.0.28965575@]1,,2,419
30,205,3__0__751__NBM__205__205,,0,,[@360.0.6959122@]3,,2,751
20,43_1,2__1__522__NBM__43__1__43__1,,1,,[@364.0.23226994@]2,,2,522
30,15,3__1__744__NBM__15__15,,1,,[@360.0.6959122@]1,,2,744
300,110_1,30x__1__114__NBM__110__1__110__1,xFM=Operates non-stop between stops 7080/Miramar Avenue at Portsmouth Road and 5000/Courtenay Place - Stop A. Passengers may board and alight at any bus stop elsewhere along the route,1,,[@360.0.6960739@]4,,2,114
2600,28_4,260__1__142__UZM__28__4__28__4,,1,,[@366.0.28965553@]1,,2,142
2610,16_4,261__1__150__UZM__16__4__16__4,,1,,[@366.0.28965564@]2,,2,150
2300,304_8,230__1__424__TZM__304__8__304__8,,1,,[@356.0.45924869@]230:656#21228#21251,,2,424
210,17_3,21__0__423__NBM__17__3__17__3,,0,,[@364.0.23227109@]2,,2,423
830,35_2,83__0__419__NBM__35__2__35__2,,0,,[@364.0.23226528@]83:382#12651#12715,,2,419
140,22_2,14__1__404__NBM__22__2__22__2,,1,,[@364.0.23225636@]5,,2,404
310,16_2,31x__1__132__NBM__16__2__16__2,,1,,[@360.0.6959281@]3,,2,132
7,6161,AX__1__152__MNM__6161__6161,,1,,[@366.0.7673003@]2,,2,152
1450,435_2,145__1__118__TZM__435__2__435__2,,1,,[@6.0.21845666@]6,,2,118
2200,301_6,220__0__419__TZM__301__6__301__6,,0,,[@356.0.45924825@]3,,2,419
20,2_1,2__1__532__NBM__2__1__2__1,,1,,[@364.0.23226994@]10,,2,532
2810,7702,281__0__415__UZM__7702__7702,,0,,[@364.0.10228169@]1,,2,415
20,11,2__1__764__NBM__11__11,,1,,[@364.0.23226994@]2,,2,764
7,6031,AX__1__144__MNM__6031__6031,,1,,[@366.0.7673003@]2,,2,144
6,Rail Su+Hol (JVL),JVL__0__9336__RAIL__Rail_Su+Hol_(JVL),,0,,[@6.0.20608239@]JVL:803#24333#24340,,2,9336
1150,507_3,115__0__415__TZM__507__3__507__3,,0,,[@364.0.36724745@]115:457#14567#14629,,2,415
10,117_8,1__0__467__TZM__117__8__117__8,,0,,[@364.0.17528045@]7,,2,467
2100,305_8,210__0__415__TZM__305__8__305__8,,0,,[@356.0.45924814@]2,,2,415
520,3071,52__0__121__MNM__3071__3071,,0,,[@360.0.6959370@]2,,2,121
2260,303_6,226__0__449__TZM__303__6__303__6,,0,,[@356.0.45924848@]5,,2,449
2600,6_4,260__1__130__UZM__6__4__6__4,,1,,[@366.0.28965553@]1,,2,130
140,4_1,14__1__492__NBM__4__1__4__1,,1,,[@364.0.23225636@]5,,2,492
2620,35_3,262__1__102__UZM__35__3__35__3,,1,,[@366.0.28965575@]2,,2,102
2,Rail XmasWeek 5-6Jan,KPL__1__6469__RAIL__Rail_XmasWeek_5-6Jan,,1,,[@6.0.20608271@]KPL:807#24379#24391,,2,6469
2610,1118_1,261__1__720__UZM__1118__1__1118__1,,1,,[@366.0.28965564@]2,,2,720
2,Rail SaSu+Hol,KPL__1__6425__RAIL__Rail_SaSu+Hol,,1,,[@6.0.20608271@]KPL:807#24379#24391,,2,6425
2100,311_4,210__0__409__TZM__311__4__311__4,,0,,[@356.0.45924814@]2,,2,409
600,2041,60__0__433__MNM__2041__2041,,0,,[@356.0.29339884@]2,,2,433
20,35,2__1__786__NBM__35__35,,1,,[@364.0.23226994@]10,,2,786
2620,1112_1,262__1__700__UZM__1112__1__1112__1,,1,,[@366.0.28965575@]2,,2,700
9,CCL MTuWThF-XHol,CCL__0__10439__WCCL__CCL_MTuWThF-XHol,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10439
2260,303_8,226__0__449__TZM__303__8__303__8,,0,,[@356.0.45924848@]5,,2,449
1100,504_4,110__1__736__TZM__504__4__504__4,,1,,[@356.0.42935074@]81537888,,2,736
140,11_1,14__0__435__NBM__11__1__11__1,,0,,[@364.0.23225636@]2,,2,435
2620,1106,262__0__715__UZM__1106__1106,,0,,[@366.0.28965575@]1,,2,715
30,41_2,3__1__504__NBM__41__2__41__2,,1,,[@360.0.6959122@]1,,2,504
250,107_4,25__1__716__TZM__107__4__107__4,,1,,[@6.0.22281071@]2,,2,716
140,21_1,14__1__408__NBM__21__1__21__1,,1,,[@364.0.23225636@]5,,2,408
1120,502_5,112__0__419__TZM__502__5__502__5,,0,,[@6.0.22024228@]2,,2,419
600,2102,60__0__437__MNM__2102__2102,,0,,[@356.0.29339884@]2,,2,437
7,6021,AX__1__118__MNM__6021__6021,,1,,[@366.0.7673003@]2,,2,118
70,108_6,7__1__503__TZM__108__6__108__6,,1,,[@364.0.17528115@]1,,2,503
830,206_4,83__0__433__NBM__206__4__206__4,,0,,[@364.0.23226528@]83:382#12651#12715,,2,433
