route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,etm_id
20,28_2,2__1__434__NBM__28__2__28__2,,1,,[@364.0.23226994@]2,,2,434
830,22_1,83__0__425__NBM__22__1__22__1,,0,,[@364.0.23226528@]83:382#12651#12715,,2,425
10,117_8,1__0__451__TZM__117__8__117__8,,0,,[@364.0.17528045@]7,,2,451
1200,416_3,120__1__110__TZM__416__3__416__3,,1,,[@364.0.17527449@]2,,2,110
2260,308_6,226__0__409__TZM__308__6__308__6,,0,,[@356.0.45924848@]5,,2,409
2200,303_5,220__0__727__TZM__303__5__303__5,,0,,[@356.0.45924825@]3,,2,727
20,41_2,2__0__529__NBM__41__2__41__2,,0,,[@364.0.23226994@]1,,2,529
310,238,31x__1__128__NBM__238__238,,1,,[@360.0.6959281@]3,,2,128
9988,2_1,N88__0__103__NBM__2__1__2__1,,0,,[@356.0.30313526@]N88:20#819#882,,2,103
830,203,83__0__733__NBM__203__203,,0,,[@364.0.23226528@]83:382#12651#12715,,2,733
9,CCL Su+Hol-Xmas,CCL__0__10366__WCCL__CCL_Su+Hol-Xmas,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10366
250,206_8,25__0__717__TZM__206__8__206__8,,0,,[@6.0.22281071@]1,,2,717
2900,457_1,290__0__147__UZM__457__1__457__1,O=Travels via Otaki School,0,,[@364.0.36724235@]4,,2,147
6,Rail MTuWThF-XHol,JVL__0__9282__RAIL__Rail_MTuWThF-XHol,,0,,[@6.0.20608239@]JVL:803#24333#24340,,2,9282
1150,502_6,115__0__131__TZM__502__6__502__6,,0,,[@364.0.36724745@]115:457#14567#14629,,2,131
290,216_3,29__0__725__TZM__216__3__216__3,,0,,[@364.0.17529751@]2,,2,725
7,7062,AX__1__694__MNM__7062__7062,,1,,[@366.0.7673003@]2,,2,694
20,43_1,2__0__565__NBM__43__1__43__1,,0,,[@364.0.23226994@]1,,2,565
20,2_1,2__0__431__NBM__2__1__2__1,,0,,[@364.0.23226994@]5,,2,431
2600,7703,260__0__429__UZM__7703__7703,,0,,[@366.0.28965553@]2,,2,429
2300,308_6,230__1__197__TZM__308__6__308__6,,1,,[@356.0.45924869@]230:656#21228#21251,,2,197
7,7081,AX__0__653__MNM__7081__7081,,0,,[@366.0.7673003@]1,,2,653
2810,7719,281__0__419__UZM__7719__7719,,0,,[@364.0.10228169@]1,,2,419
30,238,3__0__463__NBM__238__238,,0,,[@360.0.6959122@]2,,2,463
70,114_1,7__0__715__TZM__114__1__114__1,,0,,[@364.0.17528115@]2,,2,715
10,209_5,1__1__426__TZM__209__5__209__5,,1,,[@364.0.17528045@]1,,2,426
20,37_2,2__1__512__NBM__37__2__37__2,,1,,[@364.0.23226994@]10,,2,512
1100,510_2,110__1__432__TZM__510__2__510__2,,1,,[@356.0.42935074@]81537888,,2,432
2010,701,201__0__101__TZM__701__701,,0,,[@6.0.22551220@]201:593#19283#19303,,2,101
1600,615_3,160__1__112__TZM__615__3__615__3,,1,,[@356.0.42935312@]3,,2,112
1600,427_1,160__1__172__TZM__427__1__427__1,,1,,[@356.0.42935312@]160:541#17580#17616,,2,172
7,7052,AX__0__671__MNM__7052__7052,,0,,[@366.0.7673003@]1,,2,671
250,211_6,25__0__440__TZM__211__6__211__6,,0,,[@6.0.22281071@]1,,2,440
1500,404_5,150__1__138__TZM__404__5__404__5,,1,,[@6.0.21845698@]2,,2,138
6,Rail XmasWeek 5-6Jan,JVL__1__9327__RAIL__Rail_XmasWeek_5-6Jan,,1,,[@6.0.20608239@]JVL:801#24315#24322,,2,9327
1600,402_8,160__0__165__TZM__402__8__402__8,,0,,[@356.0.42935312@]4,,2,165
6,Rail Su+Hol (JVL),JVL__0__9384__RAIL__Rail_Su+Hol_(JVL),,0,,[@6.0.20608239@]JVL:803#24333#24340,,2,9384
2610,1113_1,261__0__723__UZM__1113__1__1113__1,,0,,[@366.0.28965564@]1,,2,723
520,2011,52__0__401__MNM__2011__2011,,0,,[@360.0.6959370@]2,,2,401
6,Rail Sa,JVL__0__9380__RAIL__Rail_Sa,,0,,[@6.0.20608239@]JVL:803#24333#24340,,2,9380
20,19_2,2__1__412__NBM__19__2__19__2,,1,,[@364.0.23226994@]10,,2,412
200,15_3,20__1__408__NBM__15__3__15__3,,1,,[@360.0.6960769@]2,,2,408
2,Rail MTuWThF-XHol,KPL__0__8220__RAIL__Rail_MTuWThF-XHol,C=Cycles are excluded from this service,0,,[@6.0.20608271@]KPL:822#24511#24516,,2,8220
2200,303_8,220__1__459__TZM__303__8__303__8,,1,,[@356.0.45924825@]2,,2,459
10,214_4,1__0__773__TZM__214__4__214__4,,0,,[@364.0.17528045@]7,,2,773
830,205,83__0__737__NBM__205__205,,0,,[@364.0.23226528@]83:382#12651#12715,,2,737
30,8,3__1__792__NBM__8__8,,1,,[@360.0.6959122@]1,,2,792
240,116_5,24__0__405__TZM__116__5__116__5,,0,,[@364.0.17528180@]2,,2,405
2620,1112_1,262__1__706__UZM__1112__1__1112__1,,1,,[@366.0.28965575@]2,,2,706
220,31_1,22__1__416__NBM__31__1__31__1,,1,,[@364.0.23227132@]5,,2,416
70,111,7__1__710__TZM__111__111,,1,,[@364.0.17528115@]1,,2,710
290,116_5,29__1__422__TZM__116__5__116__5,,1,,[@364.0.17529751@]1,,2,422
2620,9_2,262__0__113__UZM__9__2__9__2,,0,,[@366.0.28965575@]1,,2,113
280,240,28__0__115__NBM__240__240,,0,,[@364.0.23227051@]1,,2,115
270,107_8,27__0__401__TZM__107__8__107__8,,0,,[@360.0.75333692@]2,,2,401
520,2102,52__0__429__MNM__2102__2102,,0,,[@360.0.6959370@]2,,2,429
270,107_5,27__0__427__TZM__107__5__107__5,,0,,[@360.0.75333692@]2,,2,427
2,Rail XmasWeek 5-6Jan,KPL__1__6455__RAIL__Rail_XmasWeek_5-6Jan,,1,,[@6.0.20608271@]KPL:807#24379#24391,,2,6455
2100,302_4,210__0__419__TZM__302__4__302__4,,0,,[@356.0.45924814@]2,,2,419
250,215_4,25__1__708__TZM__215__4__215__4,,1,,[@6.0.22281071@]2,,2,708
1120,527_2,112__1__112__TZM__527__2__527__2,,1,,[@6.0.22024228@]1,,2,112
340,117_1,34__1__152__NBM__117__1__117__1,,1,,[@364.0.23225745@]1,,2,152
601,3042,60e__0__111__MNM__3042__3042,,0,,[@356.0.29339899@]2,,2,111
230,106_6,23__0__403__TZM__106__6__106__6,,0,,[@364.0.17529510@]2,,2,403
390,102_5,39__1__190__TZM__102__5__102__5,,1,,[@360.0.76578843@]1,,2,190
1200,408_5,120__1__410__TZM__408__5__408__5,,1,,[@364.0.17527449@]2,,2,410
20,27_2,2__0__469__NBM__27__2__27__2,,0,,[@364.0.23226994@]1,,2,469
7,6031,AX__1__104__MNM__6031__6031,,1,,[@366.0.7673003@]2,,2,104
9913,4,N3__0__103__NBM__4__4,,0,,[@356.0.30313431@]N3:5#146#236,,2,103
1540,405_4,154__0__411__TZM__405__4__405__4,,0,,[@360.0.75331279@]1,,2,411
270,114_9,27__0__423__TZM__114__9__114__9,,0,,[@360.0.75333692@]2,,2,423
10,208_5,1__1__404__TZM__208__5__208__5,,1,,[@364.0.17528045@]3,,2,404
10,214_4,1__0__811__TZM__214__4__214__4,,0,,[@364.0.17528045@]7,,2,811
10,210_7,1__1__516__TZM__210__7__210__7,,1,,[@364.0.17528045@]1,,2,516
2600,7709,260__0__421__UZM__7709__7709,,0,,[@366.0.28965553@]2,,2,421
120,16_1,12__1__430__NBM__16__1__16__1,,1,,[@364.0.23227021@]1,,2,430
6,Rail Sa,JVL__0__9358__RAIL__Rail_Sa,,0,,[@6.0.20608239@]JVL:803#24333#24340,,2,9358
120,10_2,12__1__456__NBM__10__2__10__2,,1,,[@364.0.23227021@]1,,2,456
250,203_11,25__0__420__TZM__203__11__203__11,,0,,[@6.0.22281071@]1,,2,420
10,201_11,1__0__447__TZM__201__11__201__11,,0,,[@364.0.17528045@]7,,2,447
210,29_4,21__0__413__NBM__29__4__29__4,,0,,[@364.0.23227109@]2,,2,413
170,208_4,17__0__701__TZM__208__4__208__4,,0,,[@364.0.17529728@]2,,2,701
20,39,2__0__857__NBM__39__39,,0,,[@364.0.23226994@]1,,2,857
2,Rail MTuWThF-XHol,KPL__1__6211__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608271@]KPL:810#24417#24424,,2,6211
9,CCL MTuWThF-XHol,CCL__1__10575__WCCL__CCL_MTuWThF-XHol,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10575
20,41_1,2__1__544__NBM__41__1__41__1,,1,,[@364.0.23226994@]10,,2,544
2040,801_10,204__1__112__TZM__801__10__801__10,,1,,[@6.0.22551316@]204:599#19378#19389,,2,112
10,210_5,1__1__476__TZM__210__5__210__5,,1,,[@364.0.17528045@]3,,2,476
6,Rail Sa,JVL__1__9319__RAIL__Rail_Sa,,1,,[@6.0.20608239@]JVL:801#24315#24322,,2,9319
830,206,83__0__727__NBM__206__206,,0,,[@364.0.23226528@]83:382#12651#12715,,2,727
830,201_2,83__1__432__NBM__201__2__201__2,,1,,[@364.0.23226528@]83:378#12562#12628,,2,432
190,202_6,19__0__741__TZM__202__6__202__6,,0,,[@364.0.17528164@]1,,2,741
5,Rail MTuWThF-XHol,HVL__0__2618__RAIL__Rail_MTuWThF-XHol,,0,,[@6.0.20608367@]HVL:793#24218#24233,,2,2618
170,116,17__1__726__TZM__116__116,TB=Ends at Brooklyn. Connects with Route 7 to Wellington,1,,[@364.0.17529728@]5,,2,726
1700,605_4,170__0__121__TZM__605__4__605__4,,0,,[@356.0.42935339@]170:564#18381#18436,,2,121
10,115,1__1__798__TZM__115__115,,1,,[@364.0.17528045@]5,,2,798
170,211_4,17__0__417__TZM__211__4__211__4,,0,,[@364.0.17529728@]2,,2,417
9,CCL Su+Hol-Xmas,CCL__0__10486__WCCL__CCL_Su+Hol-Xmas,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10486
20,10_1,2__1__546__NBM__10__1__10__1,,1,,[@364.0.23226994@]2,,2,546
140,22_2,14__0__415__NBM__22__2__22__2,,0,,[@364.0.23225636@]2,,2,415
10,214_5,1__1__456__TZM__214__5__214__5,,1,,[@364.0.17528045@]5,,2,456
6,Rail MTuWThF-XHol,JVL__1__9213__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608239@]JVL:801#24315#24322,,2,9213
70,111_13,7__0__721__TZM__111__13__111__13,,0,,[@364.0.17528115@]2,,2,721
9,CCL Sa,CCL__1__10542__WCCL__CCL_Sa,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10542
270,107_5,27__1__400__TZM__107__5__107__5,,1,,[@360.0.75333692@]1,,2,400
70,119_3,7__0__751__TZM__119__3__119__3,,0,,[@364.0.17528115@]2,,2,751
190,205_6,19__0__721__TZM__205__6__205__6,,0,,[@364.0.17528164@]1,,2,721
1540,436_1,154__0__129__TZM__436__1__436__1,,0,,[@360.0.75331279@]1,,2,129
70,109_4,7__1__402__TZM__109__4__109__4,,1,,[@364.0.17528115@]1,,2,402
30,3_4,3__1__706__NBM__3__4__3__4,,1,,[@360.0.6959122@]4,,2,706
230,107_5,23__0__433__TZM__107__5__107__5,,0,,[@364.0.17529510@]2,,2,433
2040,801_10,204__1__100__TZM__801__10__801__10,,1,,[@6.0.22551316@]204:599#19378#19389,,2,100
1600,604_3,160__0__717__TZM__604__3__604__3,,0,,[@356.0.42935312@]5,,2,717
2300,304_8,230__0__425__TZM__304__8__304__8,,0,,[@356.0.45924869@]230:660#21265#21288,,2,425
20,34_1,2__0__435__NBM__34__1__34__1,,0,,[@364.0.23226994@]5,,2,435
2620,16_4,262__0__151__UZM__16__4__16__4,,0,,[@366.0.28965575@]1,,2,151
30,38_1,3__0__455__NBM__38__1__38__1,,0,,[@360.0.6959122@]2,,2,455
8,WHF MTuWThF-XHol,WHF__0__1020__EBYW__WHF_MTuWThF-XHol,,0,,[@6.0.93606290@]12,,2,1020
30,21_1,3__1__404__NBM__21__1__21__1,,1,,[@360.0.6959122@]1,,2,404
140,17_1,14__1__456__NBM__17__1__17__1,,1,,[@364.0.23225636@]5,,2,456
7,6011,AX__1__126__MNM__6011__6011,,1,,[@366.0.7673003@]2,,2,126
1100,403_5,110__1__456__TZM__403__5__403__5,,1,,[@356.0.42935074@]81537888,,2,456
220,7_3,22__0__441__NBM__7__3__7__3,,0,,[@364.0.23227132@]6,,2,441
9,CCL Su+Hol-Xmas,CCL__1__10334__WCCL__CCL_Su+Hol-Xmas,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10334
1210,401_5,121__0__413__TZM__401__5__401__5,,0,,[@356.0.42934812@]1,,2,413
1300,411_3,130__1__464__TZM__411__3__411__3,,1,,[@364.0.17527495@]1,,2,464
7,7012,AX__1__638__MNM__7012__7012,,1,,[@366.0.7673003@]2,,2,638
30,37,3__1__712__NBM__37__37,,1,,[@360.0.6959122@]1,,2,712
1600,407_4,160__0__723__TZM__407__4__407__4,,0,,[@356.0.42935312@]4,,2,723
7,8051,AX__1__832__MNM__8051__8051,,1,,[@366.0.7673003@]2,,2,832
180,5_1,18__0__413__NBM__5__1__5__1,,0,,[@364.0.23225663@]2,,2,413
1500,601_5,150__0__147__TZM__601__5__601__5,,0,,[@6.0.21845698@]3,,2,147
1600,603_5,160__0__407__TZM__603__5__603__5,,0,,[@356.0.42935312@]4,,2,407
70,108_6,7__0__474__TZM__108__6__108__6,,0,,[@364.0.17528115@]2,,2,474
10,211_3,1__1__754__TZM__211__3__211__3,,1,,[@364.0.17528045@]3,,2,754
220,31_1,22__0__435__NBM__31__1__31__1,,0,,[@364.0.23227132@]6,,2,435
1600,609_2,160__0__125__TZM__609__2__609__2,,0,,[@356.0.42935312@]5,,2,125
5,Rail Sa,HVL__0__3816__RAIL__Rail_Sa,BH=Buses replacing this service are ongoing. Go to the buses replacing train stop.,0,,[@6.0.20608367@]HVL:793#24218#24233,,2,3816
3,Rail MTuWThF-XHol,MEL__1__5631__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608303@]MEL:826#24532#24535,,2,5631
121,251,12e__0__101__NBM__251__251,,0,,[@364.0.23227040@]2,,2,101
520,1012,52__0__711__MNM__1012__1012,,0,,[@360.0.6959370@]2,,2,711
70,102,7__0__701__TZM__102__102,,0,,[@364.0.17528115@]2,,2,701
2260,307_10,226__0__411__TZM__307__10__307__10,,0,,[@356.0.45924848@]6,,2,411
220,13_2,22__1__450__NBM__13__2__13__2,,1,,[@364.0.23227132@]5,,2,450
2300,303_10,230__0__721__TZM__303__10__303__10,,0,,[@356.0.45924869@]230:660#21265#21288,,2,721
5,Rail MTuWThF-XHol,HVL__1__2637__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608367@]HVL:783#24101#24116,,2,2637
1200,402_5,120__0__703__TZM__402__5__402__5,,0,,[@364.0.17527449@]1,,2,703
2360,306_5,236__1__718__TZM__306__5__306__5,,1,,[@356.0.45924880@]236:664#21302#21336,,2,718
2,Rail MTuWThF-XHol,KPL__1__6221__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608271@]KPL:808#24393#24405,,2,6221
180,5_2,18__0__405__NBM__5__2__5__2,,0,,[@364.0.23225663@]2,,2,405
1200,418_2,120__0__423__TZM__418__2__418__2,,0,,[@364.0.17527449@]1,,2,423
1600,604_4,160__0__403__TZM__604__4__604__4,,0,,[@356.0.42935312@]4,,2,403
1700,603_5,170__0__447__TZM__603__5__603__5,,0,,[@356.0.42935339@]170:564#18381#18436,,2,447
230,213_3,23__0__707__TZM__213__3__213__3,,0,,[@364.0.17529510@]2,,2,707
30,31_1,3__1__462__NBM__31__1__31__1,,1,,[@360.0.6959122@]4,,2,462
1110,525_2,111__0__131__TZM__525__2__525__2,,0,,[@364.0.17527741@]3,,2,131
20,8_2,2__1__406__NBM__8__2__8__2,,1,,[@364.0.23226994@]2,,2,406
10,202_9,1__0__457__TZM__202__9__202__9,,0,,[@364.0.17528045@]10,,2,457
600,2061,60__1__438__MNM__2061__2061,,1,,[@356.0.29339884@]1,,2,438
2200,302_3,220__0__751__TZM__302__3__302__3,,0,,[@356.0.45924825@]1,,2,751
370,112_1,37__1__102__NBM__112__1__112__1,,1,,[@360.0.6959359@]2,,2,102
1200,416_2,120__1__456__TZM__416__2__416__2,,1,,[@364.0.17527449@]2,,2,456
2200,304_4,220__1__724__TZM__304__4__304__4,,1,,[@356.0.45924825@]2,,2,724
70,104_6,7__1__437__TZM__104__6__104__6,,1,,[@364.0.17528115@]1,,2,437
250,104_6,25__0__426__TZM__104__6__104__6,,0,,[@6.0.22281071@]1,,2,426
270,107_8,27__0__417__TZM__107__8__107__8,,0,,[@360.0.75333692@]2,,2,417
520,2021,52__0__407__MNM__2021__2021,,0,,[@360.0.6959370@]2,,2,407
20,3_2,2__0__532__NBM__3__2__3__2,,0,,[@364.0.23226994@]5,,2,532
10,212_5,1__0__449__TZM__212__5__212__5,,0,,[@364.0.17528045@]10,,2,449
20,3_2,2__1__519__NBM__3__2__3__2,,1,,[@364.0.23226994@]10,,2,519
5,Rail MTuWThF-XHol,HVL__0__3664__RAIL__Rail_MTuWThF-XHol,,0,,[@6.0.20608367@]HVL:793#24218#24233,,2,3664
1300,406_5,130__0__403__TZM__406__5__406__5,,0,,[@364.0.17527495@]3,,2,403
1600,601_4,160__0__401__TZM__601__4__601__4,,0,,[@356.0.42935312@]4,,2,401
170,211_6,17__1__408__TZM__211__6__211__6,,1,,[@364.0.17529728@]1,,2,408
1200,407_7,120__1__208__TZM__407__7__407__7,,1,,[@364.0.17527449@]2,,2,208
2300,307_5,230__1__720__TZM__307__5__307__5,,1,,[@356.0.45924869@]230:656#21228#21251,,2,720
1110,504_5,111__0__445__TZM__504__5__504__5,,0,,[@364.0.17527741@]3,,2,445
7,8031_1,AX__0__813__MNM__8031__1__8031__1,,0,,[@366.0.7673003@]1,,2,813
210,17_1,21__1__442__NBM__17__1__17__1,,1,,[@364.0.23227109@]1,,2,442
520,1072,52__1__724__MNM__1072__1072,,1,,[@360.0.6959370@]52:307#10264#10319,,2,724
2100,312_8,210__1__424__TZM__312__8__312__8,,1,,[@356.0.45924814@]1,,2,424
30,7_3,3__0__467__NBM__7__3__7__3,,0,,[@360.0.6959122@]2,,2,467
7,8021,AX__1__814__MNM__8021__8021,,1,,[@366.0.7673003@]2,,2,814
2260,306_6,226__0__403__TZM__306__6__306__6,,0,,[@356.0.45924848@]6,,2,403
2610,7705,261__1__426__UZM__7705__7705,,1,,[@366.0.28965564@]2,,2,426
7,6051,AX__1__138__MNM__6051__6051,,1,,[@366.0.7673003@]2,,2,138
70,109_4,7__0__417__TZM__109__4__109__4,,0,,[@364.0.17528115@]2,,2,417
2600,1110_1,260__1__716__UZM__1110__1__1110__1,,1,,[@366.0.28965553@]1,,2,716
240,101_4,24__0__415__TZM__101__4__101__4,,0,,[@364.0.17528180@]2,,2,415
2810,42_3,281__0__129__UZM__42__3__42__3,,0,,[@364.0.10228169@]1,,2,129
9,CCL MTuWThF-XHol,CCL__1__10479__WCCL__CCL_MTuWThF-XHol,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10479
30,35_2,3__1__512__NBM__35__2__35__2,,1,,[@360.0.6959122@]4,,2,512
170,211_6,17__1__410__TZM__211__6__211__6,,1,,[@364.0.17529728@]1,,2,410
290,217_4,29__1__428__TZM__217__4__217__4,,1,,[@364.0.17529751@]1,,2,428
10,208_5,1__1__424__TZM__208__5__208__5,,1,,[@364.0.17528045@]5,,2,424
1100,501_5,110__1__744__TZM__501__5__501__5,,1,,[@356.0.42935074@]81537888,,2,744
2,Rail MTuWThF-XHol,KPL__0__8214__RAIL__Rail_MTuWThF-XHol,C=Cycles are excluded from this service,0,,[@6.0.20608271@]KPL:822#24511#24516,,2,8214
120,29,12__1__726__NBM__29__29,,1,,[@364.0.23227021@]1,,2,726
30,19_2,3__1__498__NBM__19__2__19__2,,1,,[@360.0.6959122@]1,,2,498
9,CCL MTuWThF-XHol,CCL__1__10322__WCCL__CCL_MTuWThF-XHol,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10322
300,234,30x__1__116__NBM__234__234,xFM=Operates non-stop between stops 7080/Miramar Avenue at Portsmouth Road and 5000/Courtenay Place - Stop A. Passengers may board and alight at any bus stop elsewhere along the route,1,,[@360.0.6960739@]2,,2,116
1300,405_5,130__0__201__TZM__405__5__405__5,,0,,[@364.0.17527495@]3,,2,201
260,117_7,26__0__113__TZM__117__7__117__7,,0,,[@364.0.17529715@]1,,2,113
70,109_1,7__1__480__TZM__109__1__109__1,,1,,[@364.0.17528115@]1,,2,480
190,116_7,19__0__417__TZM__116__7__116__7,,0,,[@364.0.17528164@]1,,2,417
30,44,3__1__496__NBM__44__44,,1,,[@360.0.6959122@]1,,2,496
20,2,2__0__733__NBM__2__2,,0,,[@364.0.23226994@]1,,2,733
70,108_6,7__1__411__TZM__108__6__108__6,,1,,[@364.0.17528115@]1,,2,411
7,6112,AX__0__239__MNM__6112__6112,,0,,[@366.0.7673003@]1,,2,239
20,32_1,2__0__571__NBM__32__1__32__1,,0,,[@364.0.23226994@]5,,2,571
1200,408_5,120__1__434__TZM__408__5__408__5,,1,,[@364.0.17527449@]2,,2,434
250,111_11,25__0__418__TZM__111__11__111__11,,0,,[@6.0.22281071@]1,,2,418
290,206_8,29__0__707__TZM__206__8__206__8,,0,,[@364.0.17529751@]2,,2,707
1300,430_2,130__1__156__TZM__430__2__430__2,,1,,[@364.0.17527495@]1,,2,156
2620,1105,262__1__702__UZM__1105__1105,,1,,[@366.0.28965575@]2,,2,702
10,218_2,1__1__496__TZM__218__2__218__2,,1,,[@364.0.17528045@]5,,2,496
120,18_1,12__0__457__NBM__18__1__18__1,,0,,[@364.0.23227021@]2,,2,457
1540,602_8,154__0__133__TZM__602__8__602__8,,0,,[@360.0.75331279@]1,,2,133
170,116,17__0__725__TZM__116__116,,0,,[@364.0.17529728@]2,,2,725
9,CCL MTuWThF-XHol,CCL__1__10443__WCCL__CCL_MTuWThF-XHol,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10443
2620,6_4,262__0__139__UZM__6__4__6__4,,0,,[@366.0.28965575@]1,,2,139
2620,7709,262__1__422__UZM__7709__7709,,1,,[@366.0.28965575@]2,,2,422
2040,801_7,204__0__910__TZM__801__7__801__7,,0,,[@6.0.22551316@]204:601#19397#19407,,2,910
220,33_2,22__0__417__NBM__33__2__33__2,,0,,[@364.0.23227132@]6,,2,417
1200,415_4,120__0__483__TZM__415__4__415__4,,0,,[@364.0.17527449@]1,,2,483
2360,302_3,236__0__703__TZM__302__3__302__3,,0,,[@356.0.45924880@]236:670#21452#21487,,2,703
10,113_9,1__0__455__TZM__113__9__113__9,,0,,[@364.0.17528045@]7,,2,455
600,2042,60__1__450__MNM__2042__2042,,1,,[@356.0.29339884@]1,,2,450
210,12_1,21__1__400__NBM__12__1__12__1,,1,,[@364.0.23227109@]1,,2,400
6,Rail MTuWThF-XHol,JVL__1__9263__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608239@]JVL:801#24315#24322,,2,9263
290,215_5,29__1__416__TZM__215__5__215__5,,1,,[@364.0.17529751@]1,,2,416
270,112_7,27__1__410__TZM__112__7__112__7,,1,,[@360.0.75333692@]1,,2,410
1150,504_5,115__0__401__TZM__504__5__504__5,,0,,[@364.0.36724745@]115:457#14567#14629,,2,401
8,WHF MTuWThF-XHol,WHF__0__1001__EBYW__WHF_MTuWThF-XHol,,0,,[@6.0.93606290@]12,,2,1001
6,Rail Su+Hol (JVL),JVL__1__9337__RAIL__Rail_Su+Hol_(JVL),,1,,[@6.0.20608239@]JVL:801#24315#24322,,2,9337
140,34_2,14__0__441__NBM__34__2__34__2,,0,,[@364.0.23225636@]2,,2,441
520,3012,52__0__141__MNM__3012__3012,,0,,[@360.0.6959370@]2,,2,141
6,Rail XmasWeek 5-6Jan,JVL__0__9338__RAIL__Rail_XmasWeek_5-6Jan,,0,,[@6.0.20608239@]JVL:803#24333#24340,,2,9338
1200,403_6,120__1__104__TZM__403__6__403__6,,1,,[@364.0.17527449@]2,,2,104
1200,422_2,120__1__176__TZM__422__2__422__2,,1,,[@364.0.17527449@]2,,2,176
2200,307_5,220__0__723__TZM__307__5__307__5,,0,,[@356.0.45924825@]3,,2,723
7,8092,AX__0__893__MNM__8092__8092,,0,,[@366.0.7673003@]1,,2,893
2300,301_10,230__1__404__TZM__301__10__301__10,,1,,[@356.0.45924869@]230:656#21228#21251,,2,404
330,112_1,33__1__162__NBM__112__1__112__1,,1,,[@364.0.23225734@]1,,2,162
270,107_5,27__0__401__TZM__107__5__107__5,,0,,[@360.0.75333692@]2,,2,401
520,3052,52__0__157__MNM__3052__3052,,0,,[@360.0.6959370@]2,,2,157
6,Rail Su+Hol (JVL),JVL__0__9348__RAIL__Rail_Su+Hol_(JVL),,0,,[@6.0.20608239@]JVL:803#24333#24340,,2,9348
2810,7702,281__0__413__UZM__7702__7702,,0,,[@364.0.10228169@]1,,2,413
2800,15_5,280__0__131__UZM__15__5__15__5,,0,,[@6.0.7180610@]1,,2,131
2200,307_5,220__1__728__TZM__307__5__307__5,,1,,[@356.0.45924825@]2,,2,728
20,4_3,2__0__709__NBM__4__3__4__3,,0,,[@364.0.23226994@]1,,2,709
270,116,27__0__717__TZM__116__116,,0,,[@360.0.75333692@]2,,2,717
220,7_1,22__0__443__NBM__7__1__7__1,,0,,[@364.0.23227132@]6,,2,443
70,117,7__1__728__TZM__117__117,,1,,[@364.0.17528115@]1,,2,728
1210,425_1,121__1__116__TZM__425__1__425__1,,1,,[@356.0.42934812@]2,,2,116
10,106_4,1__0__445__TZM__106__4__106__4,,0,,[@364.0.17528045@]12,,2,445
580,3071,58__1__108__MNM__3071__3071,,1,,[@360.0.6959415@]58:773#23874#23908,,2,108
1200,407_4,120__1__728__TZM__407__4__407__4,,1,,[@364.0.17527449@]2,,2,728
200,15_3,20__1__404__NBM__15__3__15__3,,1,,[@360.0.6960769@]2,,2,404
70,109_6,7__1__406__TZM__109__6__109__6,,1,,[@364.0.17528115@]1,,2,406
340,116_1,34__1__166__NBM__116__1__116__1,,1,,[@364.0.23225745@]1,,2,166
1120,510_3,112__1__120__TZM__510__3__510__3,,1,,[@6.0.22024228@]1,,2,120
270,112,27__1__704__TZM__112__112,,1,,[@360.0.75333692@]1,,2,704
2610,7714,261__0__417__UZM__7714__7714,,0,,[@366.0.28965564@]1,,2,417
2,Rail XmasWeek 5-6Jan,KPL__1__6415__RAIL__Rail_XmasWeek_5-6Jan,,1,,[@6.0.20608271@]KPL:807#24379#24391,,2,6415
10,214_8,1__1__500__TZM__214__8__214__8,,1,,[@364.0.17528045@]5,,2,500
2,Rail SaSu+Hol,KPL__1__6415__RAIL__Rail_SaSu+Hol,,1,,[@6.0.20608271@]KPL:807#24379#24391,,2,6415
9,CCL MTuWThF-XHol,CCL__0__10415__WCCL__CCL_MTuWThF-XHol,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10415
140,4_3,14__1__746__NBM__4__3__4__3,,1,,[@364.0.23225636@]5,,2,746
140,42_1,14__0__461__NBM__42__1__42__1,,0,,[@364.0.23225636@]2,,2,461
1110,502_5,111__0__433__TZM__502__5__502__5,,0,,[@364.0.17527741@]3,,2,433
2300,303_6,230__1__191__TZM__303__6__303__6,,1,,[@356.0.45924869@]230:656#21228#21251,,2,191
9,CCL Sa,CCL__0__10447__WCCL__CCL_Sa,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10447
1300,402_6,130__1__410__TZM__402__6__402__6,,1,,[@364.0.17527495@]1,,2,410
